COMPUTE_CENTROID	WOZ	P_15_24_JR	P_ANT_ARU	MOTOR_2W	P_OVER_NW	STERT_TOT	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_HH_M_K	GEBOO_TOT	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	GM_CODE	P_GEBOO	GM_NAAM	POSTCODE	BEV_DICHTH	P_MAROKKO	P_GEWASSEN	OPP_LAND	P_INDUSTRI	P_00_14_JR	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_STERFT	P_COMBI	BEDR_TOT	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	STED	AANT_MAN	P_N_COM_DV	AGRA_BEDR	P_25_44_JR	AGRA_MUT	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
228.38407642415788 579.4775795610077	204	11	0	705	4	180	1	16	32	-99999999	34	205	427	1935	0	8350	1169	51	GM0441	11	Schagen	-99999999	1013	0	4	1884	20	17	8040	29	1.0	1205	2.2	9	14	975	82	65	8145	8	3	9440	15	30	27	-7	9640	6	33	19080
230.39115490456555 652.3795514353163	250	9	0	675	2	135	0	16	32	-99999999	34	100	36	46328	0	5900	375	30075	GM0448	7	Texel	-99999999	84	0	36	16254	19	19	5840	32	1.0	1705	2.3	10	22	975	42	69	5905	7	5	6740	12	225	25	-2	6880	2	34	13620
217.62066989463588 513.5236205903103	249	11	0	545	2	80	0	13	26	-99999999	42	150	262	2231	0	4800	951	313	GM0450	12	Uitgeest	-99999999	629	0	10	1918	32	21	5015	27	1.0	820	2.5	7	0	540	90	56	4830	6	4	6040	13	40	29	-5	6020	4	33	12060
226.55892999400524 441.7131844103007	242	10	0	1140	4	185	1	16	31	-99999999	39	290	699	1949	0	11460	1343	120	GM0451	11	Uithoorn	-99999999	1475	2	87	1829	17	20	12790	26	1.1	1890	2.3	7	3	1340	10	71	11455	10	3	13290	13	125	29	-6	13680	8	30	26980
202.4578791178816 495.11047225887097	230	11	0	2870	3	625	0	17	34	-99999999	37	605	634	6303	2	29500	1706	1832	GM0453	9	Velsen	-99999999	1513	1	24	4471	24	19	28355	27	1.0	3475	2.3	9	5	2855	71	62	29270	8	2	33360	15	20	27	11	34270	6	30	67640
268.040780432451 457.4940538313485	219	11	1	515	4	180	1	15	40	-99999999	31	180	348	2188	2	8240	1570	134	GM0457	10	Weesp	-99999999	854	5	4	2055	22	16	7160	28	0.9	940	2.1	10	0	1095	96	68	8230	10	2	8540	11	50	29	4	9020	13	29	17560
232.3834439033314 532.893003781198	265	11	0	320	1	30	0	12	23	-99999999	42	45	40	6444	0	2000	127	290	GM0458	9	Schermer	-99999999	84	0	26	6154	30	20	2440	30	1.2	640	2.6	6	7	265	67	52	2000	5	5	2640	18	145	26	-4	2500	2	35	5140
280.32797236639163 561.7593262728782	226	12	0	400	1	50	0	13	26	-99999999	44	110	149	3108	0	3260	428	762	GM0459	13	Wervershoof	-99999999	363	0	77	2346	37	21	3490	27	1.1	1225	2.6	6	2	480	21	54	3160	3	5	4340	9	100	27	-6	4180	2	31	8530
257.48870706768747 611.2003072656612	191	11	0	430	1	70	0	17	29	-99999999	36	80	139	21250	0	3720	421	18563	GM0462	9	Wieringen	-99999999	324	0	20	2687	32	17	3720	29	1.0	795	2.3	8	6	460	73	53	3805	5	5	4350	15	50	26	0	4360	2	35	8710
260.4940935431328 590.0482256544461	194	11	0	715	2	90	0	14	25	-99999999	40	140	30	30776	0	5140	411	11281	GM0463	11	Wieringermeer	-99999999	65	0	78	19496	29	20	5790	28	1.1	1380	2.5	7	10	555	12	56	5130	6	5	6380	14	330	27	-7	6290	3	34	12670
188.83061673255378 472.38365525586926	284	9	1	600	3	180	1	19	42	-99999999	29	155	227	4434	1	8100	1422	1225	GM0473	9	Zandvoort	-99999999	517	1	-99999997	3209	14	15	7290	31	0.9	710	2.0	11	-99999997	970	-99999997	70	8205	12	3	7940	16	0	26	-99999997	8660	6	29	16600
218.26605616455288 585.5477176201504	232	10	0	810	1	70	0	14	26	-99999999	40	120	57	11335	0	4690	188	1831	GM0476	10	Zijpe	-99999999	122	0	51	9504	26	19	5445	32	1.2	1415	2.5	6	5	595	45	60	4625	6	5	5830	13	190	25	-8	5720	2	35	11560
260.3917135736519 521.6190845486744	287	10	0	410	1	40	0	13	22	-99999999	41	55	77	5523	0	2480	244	1705	GM0478	9	Zeevang	-99999999	165	0	2	3818	31	21	2930	32	1.2	625	2.5	6	1	320	97	53	2465	7	5	3180	16	100	25	1	3130	2	37	6320
224.29501635945027 498.3885464205499	189	11	1	5770	4	1205	3	14	33	-99999999	37	1625	736	8304	7	62160	1784	882	GM0479	11	Zaanstad	-99999999	1905	1	9	7422	26	18	54615	27	0.9	7720	2.3	9	3	6150	88	60	61070	9	2	69710	14	100	30	1	71690	16	30	141400
206.37528342530197 348.6692338429974	203	11	0	450	2	180	0	17	28	-99999999	41	240	865	996	3	7470	1388	118	GM0482	13	Alblasserdam	-99999999	2126	1	8	878	23	21	7595	24	1.0	1345	2.5	10	0	895	92	66	7515	7	3	9120	11	10	27	-8	9550	6	31	18670
195.96869228110612 431.3977042862898	283	12	0	575	2	85	0	14	25	-99999999	44	125	238	3091	0	5630	572	395	GM0483	9	Alkemade	-99999999	539	0	70	2695	22	20	6425	29	1.1	1375	2.6	6	1	695	29	63	5395	4	4	7320	14	180	26	-7	7210	3	31	14540
210.37077725743552 415.1867963098396	220	12	1	2365	4	485	2	12	30	-99999999	39	895	665	5768	1	29700	2130	261	GM0484	13	Alphen aan den Rijn	-99999999	1291	3	15	5507	17	19	36625	27	1.2	4975	2.4	7	2	3255	82	68	29395	9	2	35070	15	135	30	0	36030	10	31	71100
184.58197279471852 345.54576111473335	257	10	1	1205	3	240	4	12	22	-99999999	45	575	949	2172	2	16840	1549	164	GM0489	13	Barendrecht	-99999999	2143	1	74	2008	16	22	19050	25	1.1	2550	2.6	6	16	2070	10	71	16805	7	2	21340	13	30	32	-14	21700	9	33	43040
220.47995545814112 368.0372914193866	293	12	0	370	1	60	0	15	24	-99999999	40	105	120	3805	0	3690	443	293	GM0491	11	Bergambacht	-99999999	270	1	4	3513	28	21	4210	27	1.1	985	2.6	6	2	495	94	59	3705	4	5	4670	13	90	24	-2	4820	3	35	9480
223.70156720295208 404.6004725772298	253	12	0	715	2	125	0	13	26	-99999999	44	225	213	3850	0	7420	1224	102	GM0497	12	Bodegraven	-99999999	517	3	3	3748	23	21	7990	27	1.1	1835	2.6	6	2	1015	95	66	7195	6	3	9690	11	95	27	-5	9680	6	31	19370
284.3578288099936 548.3088943651094	237	12	0	940	1	115	0	13	24	-99999999	42	185	135	8072	0	7190	414	2156	GM0498	10	Drechterland	-99999999	314	0	64	5916	30	20	7995	30	1.1	1785	2.6	6	5	835	31	56	7160	5	5	9450	15	240	26	-3	9140	2	34	18600
207.6823391728701 402.9756571144233	240	11	0	670	2	110	0	13	27	-99999999	40	195	426	1696	0	6090	779	211	GM0499	13	Boskoop	-99999999	1025	5	94	1485	17	21	6330	26	1.0	1405	2.5	7	2	575	4	67	6070	6	4	7630	16	375	28	-5	7590	7	32	15220
131.92839276211762 355.6652224450015	234	10	0	715	2	130	0	15	28	-99999999	38	145	278	3112	0	6790	796	361	GM0501	9	Brielle	-99999999	579	0	75	2751	17	17	7650	31	1.1	1095	2.3	8	7	730	19	69	6860	8	4	7900	13	90	27	-4	8010	3	35	15920
193.28981515114066 366.4525430011004	189	12	3	1575	6	590	6	14	34	-99999999	37	680	1974	1542	1	28920	2175	113	GM0502	10	Capelle aan den IJssel	-99999999	4573	1	-99999997	1430	15	18	28215	29	1.0	2610	2.2	9	-99999997	2880	-99999997	71	29075	10	2	31630	14	5	28	-99999997	33750	17	29	65370
159.9259149060662 382.7453067311053	179	17	2	2285	9	735	2	13	52	-99999999	24	945	1348	2408	2	51130	3332	110	GM0503	10	Delft	-99999999	4151	1	17	2298	14	14	30985	25	0.6	3415	1.8	8	0	3935	83	69	43500	12	1	49870	16	20	31	-10	45510	16	24	95380
115.02893056993685 321.44689990943505	209	12	0	365	1	60	0	14	26	-99999999	41	100	68	7415	0	3200	427	1865	GM0504	12	Dirksland	-99999999	150	0	66	5549	27	21	3770	27	1.2	880	2.6	7	20	330	15	57	3215	3	5	4150	17	85	27	-9	4180	2	33	8320
213.0074023156033 327.9676841588107	159	12	3	3110	5	1000	2	14	37	-99999999	35	1250	613	9945	5	53360	2417	2033	GM0505	11	Dordrecht	-99999999	1498	2	52	7912	17	18	48490	26	0.9	8460	2.2	8	11	5010	37	67	52665	10	2	58080	15	65	29	-9	60460	17	28	118540
97.88124085162863 335.9572838624205	286	11	0	395	1	90	0	16	23	-99999999	43	145	77	15385	0	4470	328	8266	GM0511	13	Goedereede	-99999999	164	0	59	7118	21	19	5510	27	1.2	980	2.6	8	18	585	22	67	4540	3	5	5770	12	75	27	0	5880	1	34	11650
254.58980062621256 341.7671869170524	196	11	0	830	3	310	1	15	36	-99999999	35	375	736	2199	5	15040	1603	304	GM0512	11	Gorinchem	-99999999	1809	5	15	1895	18	19	13940	25	0.9	1970	2.2	9	10	1770	75	68	15390	9	2	16860	14	20	31	5	17420	14	29	34290
212.97845488932808 386.3509098389699	196	12	1	2045	3	560	1	14	35	-99999999	36	895	1463	1810	1	30450	2333	120	GM0513	13	Gouda	-99999999	4198	9	25	1690	18	19	24730	26	0.8	2955	2.3	8	0	3040	75	66	30010	7	2	34640	17	15	29	-16	36320	14	29	70950
150.53453540392056 400.3992782893692	177	12	2	8340	8	4205	10	13	48	-99999999	29	6340	2040	9820	7	237340	4700	1576	GM0518	13	's-Gravenhage	-99999999	5749	5	56	8243	15	18	168130	24	0.7	17290	2.0	9	4	21955	40	68	231995	13	1	232530	17	45	33	-4	241410	33	22	473940
235.21078224990492 340.4799096388729	232	13	0	555	1	115	0	14	24	-99999999	45	230	432	1935	0	6530	877	247	GM0523	13	Hardinxveld-Giessendam	-99999999	1048	0	4	1689	35	21	7300	24	1.1	1560	2.7	6	0	920	96	56	6650	3	4	8750	10	30	27	-7	8950	2	32	17690
124.40347759193452 345.2356345487661	198	12	2	1575	2	315	1	12	27	-99999999	40	405	562	4614	2	16620	1545	1459	GM0530	10	Hellevoetsluis	-99999999	1256	0	56	3154	18	18	17720	31	1.1	2055	2.4	8	8	1350	35	66	16415	9	2	19670	16	50	28	-2	19970	8	33	39630
202.13573954496204 343.01117018042316	224	11	0	680	2	155	1	13	22	-99999999	45	350	989	1199	1	9460	1457	124	GM0531	14	Hendrik-Ido-Ambacht	-99999999	2309	1	88	1075	19	22	10635	25	1.1	1090	2.6	6	6	1015	6	68	9665	6	3	12190	12	15	29	0	12640	5	33	24820
293.57356938281066 557.56519683534	204	12	0	895	2	180	1	12	24	-99999999	43	240	555	1642	0	8340	1024	164	GM0532	11	Stede Broec	-99999999	1444	0	93	1478	29	20	8200	29	1.0	1015	2.5	8	0	745	7	55	8340	5	3	10780	16	65	27	-1	10570	4	33	21340
193.82543153211483 457.02841176015744	253	12	0	925	3	225	0	16	31	-99999999	38	215	730	1348	0	8560	1384	57	GM0534	10	Hillegom	-99999999	1572	1	90	1291	18	17	9420	28	1.1	1490	2.3	11	2	940	7	69	8510	8	3	10030	13	80	27	-1	10260	5	31	20300
169.80271245960054 430.50799562028334	251	14	0	1675	2	520	0	13	26	-99999999	45	780	904	3106	1	23080	1919	639	GM0537	13	Katwijk	-99999999	2478	1	86	2466	19	20	22285	25	1.0	3735	2.6	9	2	2345	12	68	23370	5	2	30400	13	120	28	-9	30710	4	29	61110
196.6838369289793 361.3492554867447	239	12	0	820	2	250	1	18	26	-99999999	40	260	1547	893	0	11380	1683	112	GM0542	9	Krimpen aan den IJssel	-99999999	3679	0	-99999997	781	20	19	12075	28	1.1	1225	2.5	9	-99999997	1230	-99999997	69	11475	8	2	14050	11	0	24	-99999997	14670	5	34	28720
271.4897180392306 357.81400448277316	219	13	0	660	2	190	0	15	28	-99999999	42	235	237	3432	9	8190	1133	53	GM0545	11	Leerdam	-99999999	612	1	20	3379	22	19	8010	27	1.0	1480	2.5	9	11	870	69	66	8060	8	3	10180	13	100	27	2	10510	13	30	20690
179.28367376878856 421.69003139179296	217	16	1	2520	5	895	2	12	51	-99999999	25	1335	1979	2316	2	61350	3290	120	GM0546	11	Leiden	-99999999	5352	4	30	2195	18	15	43435	24	0.7	5485	1.9	8	0	5120	70	64	50990	12	1	57270	18	10	34	-99999997	60210	14	23	117480
188.04237817002408 422.03932754075305	250	10	0	840	3	180	2	16	32	-99999999	37	260	960	1229	2	11170	2068	58	GM0547	10	Leiderdorp	-99999999	2226	1	17	1172	17	19	11240	29	1.0	975	2.3	7	0	1080	83	63	11105	10	2	12640	20	15	26	6	13440	9	31	26080
188.9145861138027 446.7448784733551	249	11	0	890	2	150	0	15	30	-99999999	38	205	629	1611	0	9240	1398	41	GM0553	9	Lisse	-99999999	1399	0	78	1570	16	18	9880	28	1.1	1120	2.4	7	2	1055	20	71	9260	8	3	10810	13	65	27	-7	11170	3	32	21980
141.98217940731047 364.7263244934837	196	12	1	745	3	255	2	15	31	-99999999	37	300	1512	1011	6	13580	1884	162	GM0556	10	Maassluis	-99999999	3719	4	43	849	19	17	12830	29	0.9	1215	2.3	8	0	1100	57	64	13955	7	2	15480	17	15	27	17	16090	16	32	31570
129.4056042774211 318.99299126476626	210	12	0	680	1	200	0	16	27	-99999999	39	170	129	8679	0	7080	860	2567	GM0559	10	Middelharnis	-99999999	291	0	71	6112	20	18	7900	28	1.1	1425	2.4	11	14	760	15	66	6955	4	4	8680	14	110	26	-10	9110	2	35	17790
204.6209687149628 382.18221762695043	240	11	0	380	2	50	0	12	24	-99999999	45	90	264	1273	0	3090	961	51	GM0563	11	Moordrecht	-99999999	665	4	32	1222	24	22	3230	27	1.0	600	2.6	6	0	375	68	62	2980	13	4	4090	14	35	28	3	4030	7	31	8120
199.31768203166376 374.23517050474953	244	13	1	830	2	105	2	11	24	-99999999	45	235	576	1847	0	8590	1424	119	GM0567	11	Nieuwerkerk aan den IJssel	-99999999	1269	1	56	1729	16	20	9960	29	1.2	1470	2.5	5	0	960	44	69	8375	6	3	10900	14	65	27	-3	11040	6	30	21930
140.34666877909862 340.56692916124496	234	11	0	615	2	85	0	15	23	-99999999	40	95	110	6859	0	5140	395	1124	GM0568	7	Bernisse	-99999999	221	0	39	5734	29	18	6325	30	1.2	1055	2.5	7	11	515	50	58	5200	6	5	6360	13	110	26	-3	6300	2	37	12670
224.62630548383956 425.17780301507634	292	12	0	1355	1	170	0	12	23	-99999999	45	265	154	9118	0	10020	407	1173	GM0569	10	Nieuwkoop	-99999999	340	1	56	7945	28	19	12250	30	1.2	2515	2.6	6	7	1310	37	59	9955	5	5	13670	13	365	26	-4	13320	3	33	26990
209.27600609673516 353.89392959545694	210	14	0	255	1	35	0	11	21	-99999999	47	145	336	1277	0	3280	741	236	GM0571	15	Nieuw-Lekkerland	-99999999	906	0	4	1042	31	25	3500	24	1.1	505	2.9	3	0	300	96	55	3345	4	4	4830	14	25	26	0	4610	2	31	9440
177.48177516453254 450.2044607690394	344	12	0	825	2	175	0	15	35	-99999999	35	225	310	5153	0	10670	1344	1607	GM0575	9	Noordwijk	-99999999	696	1	88	3546	15	16	11010	31	1.0	1265	2.2	7	4	1295	8	70	10680	10	3	12400	14	85	27	-8	12300	4	30	24700
182.85170578441753 450.7948661542844	289	12	0	650	2	115	0	16	31	-99999999	39	125	292	2340	0	6160	872	82	GM0576	8	Noordwijkerhout	-99999999	677	0	94	2259	20	18	6595	29	1.1	1365	2.4	7	1	765	6	67	5785	9	4	7690	13	170	25	-5	7600	3	30	15290
177.18589061453474 429.21749908443604	345	13	1	515	4	195	1	16	35	-99999999	36	205	1255	775	0	9400	1562	55	GM0579	9	Oegstgeest	-99999999	3056	0	73	721	9	19	9045	28	1.0	615	2.3	9	0	875	27	71	8955	14	2	10540	21	15	24	0	11480	7	29	22020
144.47890204360044 305.81562500962343	188	11	0	465	1	70	0	15	25	-99999999	39	115	63	10744	0	4110	398	3276	GM0580	11	Oostflakkee	-99999999	136	0	67	7468	20	18	4695	29	1.1	830	2.4	7	14	435	19	65	4060	3	5	5100	14	135	27	-1	5060	2	36	10150
167.08718496734423 335.3808992119499	232	12	0	805	2	195	1	13	25	-99999999	44	250	580	1961	0	9380	1264	87	GM0584	10	Oud-Beijerland	-99999999	1282	0	77	1873	14	20	10870	28	1.2	1245	2.5	8	13	1170	10	72	9450	6	3	11800	14	30	27	-9	12220	3	32	24020
185.9497152406828 331.5013793603552	241	11	0	1110	2	215	1	15	25	-99999999	38	285	196	7559	0	11850	584	649	GM0585	10	Binnenmaas	-99999999	415	0	73	6911	20	17	13560	30	1.1	2205	2.4	8	9	1385	18	66	11810	5	4	14270	14	135	27	-2	14380	3	37	28650
153.94078446261403 326.5892514573347	242	12	0	470	1	80	0	14	23	-99999999	41	120	65	10048	0	4220	285	2259	GM0588	11	Korendijk	-99999999	139	0	74	7789	27	20	5060	29	1.2	815	2.6	8	14	455	12	58	4260	4	5	5420	15	110	26	-1	5440	2	36	10850
237.40239181211626 389.1272734314367	292	11	0	455	2	75	0	15	28	-99999999	42	115	107	4016	0	3890	765	82	GM0589	12	Oudewater	-99999999	253	0	3	3934	28	20	4225	26	1.1	1130	2.5	8	3	615	94	61	3895	4	4	4890	11	130	28	-6	5060	3	30	9950
212.15800529245175 340.80491026340434	203	11	1	935	2	230	2	15	27	-99999999	39	355	1432	1077	1	13060	1785	129	GM0590	11	Papendrecht	-99999999	3312	1	-99999997	948	19	19	13575	27	1.0	1460	2.4	7	-99999997	1230	-99999997	65	13090	8	2	15430	16	10	28	-99999997	15970	7	34	31400
221.4032197203568 394.3997442453862	338	12	0	480	2	95	0	16	24	-99999999	41	110	152	5011	0	4920	574	1188	GM0595	9	Reeuwijk	-99999999	331	0	33	3823	26	20	5830	30	1.2	1135	2.6	8	3	840	64	64	4945	5	4	6340	11	160	23	-4	6320	3	35	12660
195.59583732183324 349.8655895471069	200	11	1	1360	3	425	1	19	30	-99999999	35	365	859	2510	1	19520	1640	135	GM0597	8	Ridderkerk	-99999999	1881	1	85	2375	22	15	20410	29	1.0	2820	2.3	9	6	2165	9	68	19715	8	2	21790	11	80	25	-1	22880	6	35	44680
154.4112784155946 364.52154903301266	150	14	3	8990	9	5745	9	15	47	-99999999	29	7260	951	30422	8	293390	3858	9833	GM0599	12	Rotterdam	-99999999	2837	6	52	20590	13	17	195765	23	0.7	26780	2.0	10	2	26465	45	72	288350	10	1	285800	14	90	31	-5	298260	36	24	584060
139.45111573374908 362.1760938724084	162	11	1	460	3	105	1	15	30	-99999999	36	105	1192	650	2	5530	1198	201	GM0600	8	Rozenburg	-99999999	2824	0	-99999997	449	19	17	5350	28	1.0	730	2.3	8	-99999997	320	-99999997	60	5635	10	3	6320	21	0	29	-99999997	6360	7	34	12680
154.32662599737284 392.27238006189526	183	10	1	1310	5	640	3	22	43	-99999999	27	455	1855	1448	1	23710	3029	43	GM0603	10	Rijswijk	-99999999	3348	2	88	1405	15	14	26070	28	1.1	1935	2.0	14	0	2260	12	68	24170	15	1	22180	17	25	26	-11	24870	12	31	47040
163.14140486958757 364.7313050411874	152	12	2	1645	6	765	3	15	39	-99999999	33	815	1522	1989	9	34970	3392	178	GM0606	11	Schiedam	-99999999	4151	3	15	1810	23	17	27560	26	0.8	3755	2.1	10	0	3020	85	63	35655	8	1	36910	14	15	30	18	38250	24	28	75160
235.00341682711604 370.1337806010111	222	12	0	455	2	80	0	14	32	-99999999	35	155	755	696	0	5240	1076	65	GM0608	13	Schoonhoven	-99999999	1932	6	8	631	26	19	4765	27	0.9	635	2.3	7	0	625	92	58	5050	6	3	6030	16	15	28	-7	6160	9	33	12190
222.96354467605073 340.01936140570814	181	12	0	555	3	255	0	16	31	-99999999	37	285	769	1400	2	9680	1519	123	GM0610	12	Sliedrecht	-99999999	1861	1	-99999997	1277	24	19	9820	25	1.0	1395	2.4	11	-99999997	1175	-99999997	65	9790	4	2	11640	11	10	27	-99999997	12140	7	32	23770
173.39069096111913 318.8237735501387	243	10	0	505	1	115	0	14	23	-99999999	40	125	113	7031	0	5270	625	1596	GM0611	10	Cromstrijen	-99999999	239	0	82	5435	20	18	6165	31	1.2	1025	2.4	9	6	720	12	67	5185	5	4	6450	13	85	27	-7	6530	2	37	12980
156.17968417825196 342.77856757931266	167	14	2	2440	4	470	4	12	29	-99999999	40	705	1169	3023	1	31600	2131	411	GM0612	10	Spijkenisse	-99999999	2829	1	40	2612	20	17	30535	29	1.0	2745	2.3	6	0	2050	60	63	31660	9	2	36220	17	15	28	0	37660	13	31	73880
170.6947223442239 345.92553076599563	262	10	1	720	2	130	3	13	22	-99999999	44	250	434	2375	1	8420	915	164	GM0613	12	Albrandswaard	-99999999	973	0	64	2211	15	20	9600	28	1.1	1075	2.5	6	12	875	24	70	8565	7	4	10790	15	40	30	-5	10740	7	34	21520
117.52851373581991 357.56375457535836	320	10	0	610	1	145	0	19	27	-99999999	37	110	137	9752	0	5970	525	4422	GM0614	8	Westvoorne	-99999999	265	0	68	5330	14	17	7320	32	1.2	955	2.3	10	8	695	24	70	6060	7	4	6970	16	125	23	-2	7160	2	37	14130
188.15779954526735 318.67086475904443	227	10	0	445	1	75	1	14	25	-99999999	41	60	82	5772	0	3730	575	660	GM0617	7	Strijen	-99999999	179	0	65	5113	22	18	4200	30	1.1	740	2.4	8	11	470	24	67	3720	5	4	4560	11	95	28	1	4570	2	34	9130
275.57741984168024 374.42267281964683	219	12	0	840	2	95	2	13	25	-99999999	42	220	394	4237	1	7880	821	290	GM0620	11	Vianen	-99999999	499	3	15	3947	22	19	15555	28	2.0	2380	2.5	5	6	1035	78	64	7775	6	4	9740	13	95	29	-2	9950	8	33	19690
154.24066856414436 362.5364736322811	164	11	2	1780	4	740	2	18	38	-99999999	32	720	1170	2671	6	33460	2798	303	GM0622	10	Vlaardingen	-99999999	3017	2	-99999997	2368	21	16	27715	27	0.8	2695	2.1	10	-99999997	2505	-99999997	64	34255	7	1	34720	15	5	27	-99999997	36740	16	29	71460
224.18533816704328 377.9237941497558	292	12	0	430	1	75	0	15	26	-99999999	40	105	78	5652	0	3810	407	274	GM0623	11	Vlist	-99999999	182	0	5	5378	25	20	4215	28	1.1	1135	2.5	8	3	500	92	60	3670	4	5	4920	15	190	25	1	4890	2	34	9800
172.0741870216975 414.26899230391047	285	10	1	680	4	195	1	19	31	-99999999	36	220	900	1159	1	9740	1574	37	GM0626	10	Voorschoten	-99999999	2031	1	40	1122	15	18	10095	29	1.0	1730	2.3	9	0	910	60	65	9990	14	2	10960	20	25	24	0	11820	7	32	22780
202.97936362537965 393.25702852975803	228	13	0	1045	2	170	1	15	27	-99999999	40	250	414	2939	1	10420	1321	146	GM0627	10	Waddinxveen	-99999999	927	2	77	2793	21	19	11555	28	1.1	2110	2.5	7	1	1245	22	67	10290	6	3	12890	12	90	26	-8	13010	7	33	25900
162.0396298363471 417.5398366194625	526	10	1	565	5	270	1	22	35	-99999999	34	175	263	6250	0	11260	1303	1135	GM0629	7	Wassenaar	-99999999	501	0	38	5114	13	18	13445	30	1.2	1085	2.2	11	0	1430	62	69	11860	22	3	12160	18	45	20	10	13450	7	31	25610
242.93619948521527 409.06519292254666	260	12	0	1785	2	320	1	13	28	-99999999	41	610	230	9289	0	19150	1177	339	GM0632	13	Woerden	-99999999	537	2	12	8950	19	21	20595	27	1.1	3645	2.5	7	2	2645	85	67	18950	6	3	23720	14	285	29	-1	24290	6	30	48020
179.66547373064836 398.14817918521703	196	14	2	3295	5	755	7	12	31	-99999999	40	1275	1432	3706	1	50310	2446	248	GM0637	11	Zoetermeer	-99999999	3413	1	17	3458	13	18	49515	30	1.0	3675	2.3	6	10	4165	73	68	50800	11	2	57830	19	30	27	-3	60190	16	29	118020
183.56261560553048 411.58114183650866	283	13	0	360	2	50	1	14	23	-99999999	45	55	172	2191	1	3110	611	70	GM0638	6	Zoeterwoude	-99999999	396	0	13	2121	25	18	3655	30	1.2	770	2.6	6	2	560	86	67	3100	6	4	4160	8	65	25	-5	4240	4	32	8400
196.9304457052862 338.1293765214898	191	12	1	1135	3	445	1	18	32	-99999999	36	445	924	2277	3	19370	1888	239	GM0642	10	Zwijndrecht	-99999999	2179	2	69	2038	20	17	18830	28	1.0	2085	2.3	10	12	2000	19	67	19600	7	2	21630	13	30	26	-9	22770	10	33	44400
208.14832612616678 359.5892843031237	237	12	0	605	1	120	0	16	27	-99999999	40	125	220	3144	0	5930	847	363	GM0643	9	Nederlek	-99999999	522	0	4	2782	27	18	6130	28	1.0	1110	2.4	8	2	645	95	61	5905	5	4	7120	11	55	26	-5	7400	2	33	14520
206.89402956650568 371.58974670046587	247	13	0	320	1	55	0	14	24	-99999999	44	80	132	2853	0	3090	564	143	GM0644	10	Ouderkerk	-99999999	302	0	0	2711	26	20	3570	27	1.2	760	2.6	7	3	410	97	60	3130	3	4	4080	14	70	26	0	4100	2	32	8190
205.73304499992304 430.4903218187125	296	11	0	575	2	60	0	14	23	-99999999	43	120	138	4137	0	4210	366	486	GM0645	11	Jacobswoude	-99999999	293	0	30	3651	28	19	5050	31	1.2	840	2.5	6	11	545	59	59	4105	5	5	5440	13	135	25	-2	5250	2	34	10690
343.86805231798456 603.6241844713728	207	11	0	475	1	95	0	19	28	-99999999	37	95	48	20929	0	4150	244	11402	GM0653	9	GaasterlÂƒn-Sleat	-99999999	108	0	3	9527	25	19	4590	27	1.1	995	2.4	9	3	570	94	61	4320	4	5	5180	14	185	24	-5	5070	1	36	10250
71.88887463367678 245.79703750596425	211	12	0	1235	1	140	0	14	26	-99999999	40	235	76	19442	0	8900	276	5239	GM0654	11	Borsele	-99999999	158	0	72	14203	25	21	10835	27	1.2	2190	2.5	6	17	870	11	60	9095	5	5	11360	15	370	26	-5	11020	2	34	22390
77.34435978144626 263.17650827380345	205	11	0	1310	3	385	1	18	35	-99999999	33	335	180	10209	1	16060	1196	924	GM0664	9	Goes	-99999999	394	1	74	9284	14	17	16735	28	1.0	2745	2.2	11	12	1850	15	67	16175	7	3	17790	18	125	26	-23	18810	6	32	36600
335.1995342306519 344.89523763190033	267	10	0	930	1	145	0	15	23	-99999999	42	185	113	8515	0	7150	327	777	GM0668	10	West Maas en Waal	-99999999	236	0	24	7738	30	19	8755	30	1.2	1705	2.5	8	12	980	64	57	7055	4	5	9120	14	265	27	-3	9140	1	35	18260
110.99133435074276 214.05296795671495	175	9	0	1075	1	290	0	18	29	-99999999	35	225	68	25109	0	12100	460	4971	GM0677	8	Hulst	-99999999	139	0	68	20138	17	17	13700	30	1.1	1835	2.3	10	13	1045	19	66	12520	21	5	13950	17	330	27	-8	14060	2	36	28010
96.31586944962945 255.25426584049592	225	11	0	555	1	85	0	14	23	-99999999	43	130	150	4966	0	4630	539	1252	GM0678	11	Kapelle	-99999999	323	0	80	3714	22	21	5590	27	1.2	815	2.6	7	12	460	8	63	4655	5	4	5930	15	105	27	-6	6070	2	34	12000
