COMPUTE_CENTROID	WOZ	BEDR_KLAS	P_WW_UIT	AO_UIT_TOT	P_15_24_JR	P_ANT_ARU	P_MARROK	MOTOR_2W	P_OVER_NW	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_0_14_JR	P_HH_M_K	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	OPP_LAND	P_GEWASSEN	WW_UIT_TOT	P_INDUSTRI	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	AANT_MAN	AUTO_MUT	STED	P_N_COM_DV	AGRA_BEDR	P_25_44_JR	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
196.64004210443528 361.2424400450191	141	8	22	1010	11	0	0	810	2	1	16	25	-999999999	19	41	1496	893	0	11380	1689	110	GM0542	-4	54	Krimpen aan den IJssel	.	3709	783	-999999998	410	20	11710	27	1.0	1215	2.5	-999999998	-999999998	67	11325	8	14270	1	2	13	0	26	14780	5	34	29050
271.53553317745883 357.7317301504409	130	7	29	1370	13	0	1	595	2	0	14	26	-999999999	20	44	227	3432	9	8090	1136	53	GM0545	2	99	Leerdam	.	623	3379	19	400	21	7665	25	0.9	1235	2.6	8	73	65	8000	8	10380	1	3	15	105	28	10670	12	30	21050
179.30894813993496 421.5871760780042	129	9	21	5700	15	1	4	2465	5	2	11	51	-999999999	16	26	1916	2316	2	61420	3261	116	GM0546	-1	67	Leiden	.	5397	2199	40	1820	18	42120	22	0.6	5405	1.9	0	60	60	50550	12	57900	1	1	22	10	35	60800	14	24	118700
188.03818859092033 421.90794854770127	158	8	20	1200	10	1	1	775	3	2	14	31	-999999999	20	38	959	1216	2	11070	2057	56	GM0547	-1	69	Leiderdorp	.	2258	1159	19	340	18	11120	27	1.0	1080	2.4	0	81	62	11085	10	12760	0	2	20	15	29	13420	8	31	26180
188.9446105274203 446.6613489080402	157	7	20	970	11	0	0	835	2	0	14	28	-999999999	19	40	615	1611	0	9030	1374	41	GM0553	0	66	Lisse	.	1405	1570	79	260	15	9660	26	1.0	1135	2.4	1	20	71	9015	7	10850	0	3	14	75	29	11210	3	32	22060
142.02064671735874 364.5906094176683	115	8	25	1640	12	1	4	705	3	2	14	30	-999999999	18	38	1493	1011	6	13890	1861	151	GM0556	-2	74	Maassluis	.	3821	860	46	570	18	12840	28	0.9	1285	2.4	0	54	65	14105	7	16160	0	2	17	10	28	16690	15	32	32850
253.8159826175238 541.6674004258003	151	7	15	700	11	0	0	810	1	0	11	23	-999999999	22	44	103	6315	0	5260	295	285	GM0558	-2	75	Wester-Koggenland	.	231	6030	42	140	33	6205	27	1.1	1665	2.6	5	53	51	5270	4	7000	2	5	16	235	29	6900	2	33	13900
129.45203571365877 318.9238659025161	121	7	20	940	11	0	0	605	1	0	16	26	-999999999	19	40	121	8679	0	6840	839	2562	GM0559	0	84	Middelharnis	.	285	6116	68	200	19	7370	26	1.0	1425	2.5	15	17	62	6720	3	8490	1	4	18	120	27	8960	2	34	17450
204.66059102177698 382.0700177205313	154	6	21	330	11	0	4	320	2	0	11	23	-999999999	23	46	254	1273	0	3050	950	52	GM0563	-3	60	Moordrecht	.	664	1221	29	110	24	3105	26	1.0	585	2.6	3	69	63	2925	13	4050	3	4	13	35	30	4060	6	31	8110
199.32371620242225 374.1568511451227	152	7	20	810	13	1	1	760	2	2	10	23	-999999999	21	46	546	1847	0	8600	1411	120	GM0567	-2	53	Nieuwerkerk aan den IJssel	.	1294	1727	60	270	16	9435	27	1.0	1445	2.6	1	39	68	8310	6	11130	3	3	16	75	29	11210	6	30	22340
140.38229512923922 340.50529362606153	144	6	15	410	11	0	0	535	1	0	13	21	-999999999	18	41	105	6859	0	5040	383	1124	GM0568	-4	46	Bernisse	.	221	5734	40	150	27	6050	29	1.1	1060	2.5	12	48	56	5095	6	6360	1	5	18	115	29	6330	2	37	12680
228.53720605536603 419.4819516887038	201	7	15	430	11	0	2	450	2	0	12	23	-999999999	21	45	170	3850	0	4190	526	869	GM0569	-1	58	Nieuwkoop	.	372	2981	20	120	30	5065	28	1.2	935	2.6	6	74	55	4135	5	5540	-1	4	16	65	28	5550	4	32	11090
209.29929631738173 353.79762478863495	128	6	10	280	14	0	0	235	1	0	10	20	-999999999	26	50	323	1277	0	3250	704	238	GM0571	-1	45	Nieuw-Lekkerland	.	917	1040	4	70	30	3360	23	1.0	505	2.9	0	96	54	3230	4	4860	1	4	16	25	28	4680	2	31	9540
177.54263628083345 450.2160504821913	205	8	15	1700	12	0	1	760	2	0	14	34	-999999999	17	37	295	5153	0	10140	1340	1612	GM0575	-2	101	Noordwijk	.	691	3541	92	280	13	10460	30	1.0	1335	2.3	3	6	70	10285	9	12200	2	3	17	105	27	12250	4	29	24450
182.83902112192317 450.6758683041001	180	7	15	930	11	0	0	590	2	0	14	28	-999999999	19	42	278	2340	0	5900	846	80	GM0576	-4	93	Noordwijkerhout	.	668	2260	93	140	20	6285	29	1.0	1375	2.5	3	5	68	5650	7	7620	1	4	13	195	26	7470	3	30	15090
177.18519126940484 429.13763961960615	205	7	15	820	11	1	0	455	4	1	16	32	-999999999	21	38	1207	775	0	8700	1544	55	GM0579	-4	60	Oegstgeest	.	2941	721	79	220	10	8705	27	1.0	570	2.4	11	11	65	8555	14	10100	2	2	24	15	26	11090	6	30	21190
144.63373627024495 305.7396314066775	118	6	24	500	11	0	0	385	1	0	14	25	-999999999	18	41	60	10744	0	4050	387	3275	GM0580	-3	74	Oostflakkee	.	136	7469	69	170	23	4445	28	1.0	805	2.5	16	15	62	4005	3	5060	2	5	15	140	28	5070	1	35	10130
167.11356564223584 335.34407809139157	138	8	20	850	12	0	0	700	2	1	13	23	-999999999	20	44	537	1961	0	8990	1250	85	GM0584	-1	54	Oud-Beijerland	.	1246	1876	77	290	15	10080	27	1.1	1240	2.6	18	5	69	9060	6	11480	4	3	16	35	29	11890	3	32	23370
181.87297987010277 333.7611945642303	151	7	20	670	10	0	0	700	1	1	14	22	-999999999	18	41	182	5491	0	7720	427	457	GM0585	0	50	Binnenmaas	.	382	5034	75	250	19	9145	31	1.1	1445	2.5	8	17	64	7830	5	9550	2	5	17	105	28	9690	2	38	19240
153.92844474854772 326.5012787747327	141	6	15	380	12	0	0	435	1	0	13	22	-999999999	20	42	63	10048	0	4210	281	2258	GM0588	-2	51	Korendijk	.	141	7791	68	130	25	4895	28	1.1	830	2.6	19	14	58	4220	4	5520	0	5	17	115	28	5500	2	35	11020
237.44812816380175 389.08276612107016	172	7	15	370	11	0	0	430	1	0	14	27	-999999999	21	43	105	4016	0	3790	792	82	GM0589	-5	58	Oudewater	.	249	3934	3	80	30	4125	26	1.0	1020	2.6	4	93	59	3835	3	4840	2	4	12	145	29	4960	2	30	9800
212.17341113324233 340.6962920434586	130	8	23	1250	11	1	1	840	3	1	14	27	-999999999	19	39	1382	1077	1	12760	1741	130	GM0590	-3	59	Papendrecht	.	3263	947	-999999998	470	19	13085	27	1.0	1485	2.4	-999999998	-999999998	63	12465	8	15180	1	2	18	5	30	15730	7	34	30910
221.36241840161784 394.28085222451506	209	7	15	400	12	0	0	440	2	0	14	22	-999999999	20	43	150	5011	0	4850	565	1189	GM0595	-4	47	Reeuwijk	.	336	3822	34	130	23	5720	29	1.1	1120	2.6	4	62	63	4900	5	6430	1	4	14	165	25	6430	3	34	12860
195.63014756698053 349.7484902310618	117	8	23	1800	11	0	1	1225	2	1	17	29	-999999999	16	36	834	2510	1	19420	1621	134	GM0597	-4	60	Ridderkerk	.	1917	2375	85	700	21	19820	28	1.0	2950	2.3	9	6	67	19690	7	22270	1	2	12	85	27	23260	6	35	45530
154.3911683992086 364.438546513264	85	9	36	29130	14	3	6	8215	9	9	14	48	-999999999	17	29	949	30422	7	301850	3859	9779	GM0599	-4	72	Rotterdam	.	2901	20644	58	14470	13	195865	22	0.6	27315	2.0	5	37	69	286285	10	294260	0	1	18	100	32	304670	35	24	598920
139.3540520002752 362.1891775496399	103	6	28	600	11	1	0	430	2	1	13	29	-999999999	17	37	1202	650	2	5690	1203	198	GM0600	-1	65	Rozenburg	.	2919	451	100	260	19	5420	28	0.9	810	2.3	0	0	61	5715	10	6570	1	3	21	0	31	6600	8	34	13170
173.78484709389832 431.94616687443244	176	7	10	500	14	0	0	405	2	0	11	22	-999999999	23	49	995	607	0	5410	1631	21	GM0602	-6	50	Rijnsburg	.	2548	586	92	80	9	5830	23	1.0	1500	2.8	2	6	81	5435	5	7410	0	2	9	95	30	7530	3	28	14940
154.3483287299085 392.18872208929406	120	9	24	2430	9	1	1	1155	4	3	21	42	-999999999	14	27	2464	1448	1	23710	3000	44	GM0603	-2	80	Rijswijk	.	3396	1405	91	740	15	34625	28	1.4	4240	2.0	0	9	67	23970	15	22380	8	1	18	30	27	25320	10	31	47690
184.3603008247108 437.41370047752633	171	7	15	590	12	0	1	460	2	1	15	29	-999999999	19	39	1023	662	1	6060	1377	23	GM0604	-2	61	Sassenheim	.	2322	639	53	170	17	6535	26	1.0	1025	2.4	0	47	65	6080	8	7260	1	3	18	15	28	7570	5	31	14830
163.16161814235372 364.66139908795776	90	9	34	3770	11	2	2	1490	6	3	15	38	-999999999	18	33	1477	1989	9	34940	3346	176	GM0606	-4	76	Schiedam	.	4171	1813	0	1680	21	26775	24	0.7	3795	2.1	0	100	61	35515	8	37150	1	1	17	10	31	38470	23	29	75620
235.07641660498882 370.01948445750673	136	7	20	520	13	0	6	415	2	0	13	32	-999999999	19	37	728	696	0	5210	1046	63	GM0608	-3	62	Schoonhoven	.	1942	634	6	160	26	4615	26	0.8	595	2.3	0	94	57	4960	6	6050	0	3	17	15	29	6250	9	32	12300
222.93100991820893 339.9548459428736	114	8	15	1420	12	0	0	505	2	0	16	30	-999999999	19	38	738	1400	2	9620	1522	122	GM0610	-1	92	Sliedrecht	.	1865	1278	0	260	24	9435	25	0.9	1380	2.4	0	100	64	9755	4	11680	2	2	13	10	28	12160	6	32	23840
173.38611756662968 318.7526983273928	144	7	21	500	10	0	0	485	1	0	13	22	-999999999	18	41	108	7031	0	5240	616	1594	GM0611	0	57	Cromstrijen	.	240	5437	77	190	20	5875	30	1.1	1035	2.5	12	12	65	5110	5	6490	1	4	15	85	28	6540	2	36	13030
156.20138885255363 342.7000108300298	102	8	29	3730	13	2	0	2205	4	4	11	28	-999999999	18	41	1153	3023	1	31490	2097	407	GM0612	-3	71	Spijkenisse	.	2873	2616	38	1510	18	30155	27	0.9	2995	2.4	12	50	62	31315	9	36960	0	2	19	15	30	38210	12	31	75170
170.73870015673975 345.8725288285602	157	7	20	840	9	0	0	640	2	3	13	22	-999999999	20	43	379	2375	1	7620	868	157	GM0613	0	65	Albrandswaard	.	884	2218	64	240	16	8415	26	1.1	1135	2.5	9	27	68	7825	7	9780	7	4	16	55	31	9820	6	34	19610
117.52005290847596 357.4555495664673	203	7	20	570	10	0	0	580	1	0	17	25	-999999999	17	38	133	9752	0	5920	524	4406	GM0614	2	60	Westvoorne	.	267	5346	66	180	15	7105	31	1.1	1000	2.4	10	25	66	6055	7	7040	2	4	19	145	25	7220	2	37	14260
188.15755625213288 318.5831170020518	133	6	15	370	10	0	0	420	1	1	13	24	-999999999	19	42	82	5772	0	3750	576	650	GM0617	-3	58	Strijen	.	182	5122	67	110	22	4175	28	1.1	790	2.5	9	24	62	3725	5	4670	0	4	16	95	30	4650	2	34	9310
170.88967795899646 425.44776239082074	147	5	10	120	13	0	0	150	1	0	10	22	-999999999	23	48	298	574	0	1400	975	69	GM0619	9	48	Valkenburg	.	755	505	90	20	20	1505	24	1.0	450	2.7	0	10	64	1330	4	1940	3	4	16	25	30	1870	2	31	3810
275.57221710911864 374.3391646177789	146	7	25	1100	12	1	3	730	2	1	11	24	-999999999	20	43	365	4237	1	7800	803	290	GM0620	-5	80	Vianen	.	503	3947	14	340	22	14395	27	1.8	2215	2.5	7	79	63	7720	6	9860	1	4	15	105	30	9980	8	33	19840
154.25422674457846 362.47964581049473	99	9	29	3520	11	2	2	1665	4	2	18	37	-999999999	17	32	1169	2671	6	34340	2803	295	GM0622	-3	72	Vlaardingen	.	3117	2376	-999999998	1440	20	27785	26	0.8	2905	2.1	-999999998	-999999998	62	34455	7	36050	0	1	19	0	29	38010	15	30	74060
224.21499199313746 377.816477490928	189	6	15	360	12	0	0	395	1	0	14	25	-999999999	20	43	74	5652	0	3710	375	273	GM0623	-3	56	Vlist	.	182	5379	5	90	27	3985	27	1.0	1080	2.6	4	91	57	3660	4	4930	1	5	16	205	26	4880	2	32	9800
180.86025239537005 439.84473317239247	186	6	10	520	10	0	0	485	2	1	10	20	-999999999	25	50	485	1259	0	5360	1171	33	GM0625	1	54	Voorhout	.	1206	1226	88	110	15	5945	22	1.1	740	2.7	0	12	62	5315	7	7460	1	3	23	115	33	7330	4	29	14790
172.0702725210296 414.15210846387197	185	7	20	810	10	0	1	605	3	1	18	31	-999999999	19	37	856	1159	1	9470	1592	38	GM0626	-2	57	Voorschoten	.	2007	1121	38	250	15	9600	28	1.0	800	2.3	0	62	62	9605	14	10850	2	2	23	25	25	11660	6	32	22500
202.97562350437187 393.15757672017526	144	8	20	1100	12	0	2	940	2	1	13	25	-999999999	20	42	402	2939	1	10320	1333	152	GM0627	-1	62	Waddinxveen	.	944	2787	79	330	21	11215	27	1.0	2220	2.5	3	18	67	10285	6	13150	1	3	12	105	28	13160	6	33	26300
185.56574572980136 432.6377547031739	222	6	15	190	11	0	0	200	2	0	19	32	-999999999	17	36	210	1442	0	2020	613	442	GM0628	1	60	Warmond	.	498	1000	42	50	24	2105	29	1.0	280	2.3	0	58	52	1950	8	2460	1	4	25	35	24	2520	3	31	4980
162.02647860914698 417.4672823310697	323	8	15	820	10	1	0	490	5	1	21	35	-999999999	18	34	255	6250	0	11150	1295	1165	GM0629	-2	53	Wassenaar	.	502	5085	43	210	13	12970	30	1.1	1050	2.3	2	54	66	11610	22	12140	0	3	21	45	21	13370	6	31	25510
242.94175825099887 408.95325603493046	165	9	20	2150	12	0	2	1670	2	1	11	27	-999999999	21	42	290	9289	0	18880	1179	336	GM0632	-2	66	Woerden	.	537	8953	13	610	19	25995	25	1.3	5625	2.5	4	83	66	18805	6	23810	2	3	16	310	31	24280	6	31	48100
179.73818232010825 398.0230219986484	133	9	24	5630	14	2	1	2885	5	6	11	30	-999999999	19	42	1308	3706	1	47630	2441	215	GM0637	0	70	Zoetermeer	.	3271	3491	20	1900	12	45660	28	0.9	3790	2.4	13	67	65	47740	11	55940	3	2	23	30	28	58280	14	29	114220
183.59806724469365 411.46647701311286	180	6	10	560	12	0	0	340	2	1	12	22	-999999999	20	46	168	2191	1	3070	613	67	GM0638	1	96	Zoeterwoude	.	401	2124	9	60	23	3570	28	1.1	665	2.7	4	87	65	3080	6	4230	1	4	12	65	28	4300	3	32	8530
196.99100026333474 338.0315435347407	122	8	25	1970	12	1	2	970	3	1	17	30	-999999999	18	37	904	2277	3	19170	1819	241	GM0642	-2	67	Zwijndrecht	.	2229	2036	65	740	19	18405	26	0.9	2445	2.3	19	16	66	19260	7	22180	0	2	15	30	27	23210	10	33	45380
208.1966817628598 359.49463285284656	146	7	20	500	12	0	0	545	1	0	14	24	-999999999	19	41	221	3144	0	5890	848	361	GM0643	-3	50	Nederlek	.	533	2784	3	180	28	6150	27	1.0	1210	2.5	6	90	59	5880	5	7280	-1	4	14	60	28	7550	2	34	14830
206.8986316623453 371.46092013986095	149	6	10	280	12	0	0	290	1	0	14	22	-999999999	21	46	125	2853	-999999999	3000	552	142	GM0644	1	54	Ouderkerk	.	299	2711	0	60	25	3385	26	1.1	710	2.7	1	99	59	3035	3	4060	2	4	16	70	27	4040	2	31	8100
205.69888400262593 430.3310756574671	196	6	15	370	12	0	0	500	2	0	12	22	-999999999	19	45	133	4154	0	4110	363	487	GM0645	-4	51	Jacobswoude	.	292	3666	28	110	28	4875	30	1.1	860	2.6	10	62	54	4015	5	5450	1	5	18	140	27	5240	2	34	10690
343.91056151333345 603.5066458896847	121	6	25	440	11	0	0	400	1	0	18	27	-999999999	20	38	45	20929	-999999999	4050	248	11406	GM0653	-11	69	GaasterlÃ¢n-Sleat	.	107	9523	4	160	29	4255	26	1.0	960	2.5	3	92	55	4270	4	5160	1	5	17	205	25	5060	1	35	10220
71.97057062966192 245.72255344633453	110	7	20	1020	11	0	0	1075	1	0	14	25	-999999999	21	41	73	19444	0	8710	267	5240	GM0654	-1	70	Borsele	.	157	14203	70	270	22	10315	26	1.1	2160	2.6	18	12	53	8920	5	11300	1	5	25	390	28	11010	2	35	22320
77.41994527295309 263.09700166137486	113	8	27	2090	11	0	1	1095	3	1	17	34	-999999999	18	34	173	10204	0	15820	1157	920	GM0664	0	88	Goes	.	394	9284	74	630	14	16020	26	1.0	2750	2.3	11	14	63	15810	7	17740	2	3	23	140	28	18850	6	33	36590
335.18244226426896 344.8178316681678	156	7	25	1020	10	0	0	850	1	0	14	22	-999999999	19	43	109	8515	0	7010	308	770	GM0668	-5	84	West Maas en Waal	.	235	7745	22	310	28	8435	28	1.2	1735	2.6	8	70	56	6875	4	9100	1	5	16	300	29	9130	1	35	18230
111.02797327333708 214.04388367101978	98	8	20	1700	9	0	0	915	1	0	17	28	-999999999	17	36	65	25101	0	11860	446	4954	GM0677	0	91	Hulst	.	138	20148	70	370	14	13025	29	1.0	1940	2.3	10	19	64	12140	21	13930	2	5	22	340	29	13940	2	36	27880
96.37329641967085 255.15635264591364	119	6	20	470	11	0	0	510	1	0	14	22	-999999999	21	43	141	4961	0	4420	511	1247	GM0678	0	62	Kapelle	.	313	3714	82	150	20	5220	26	1.1	795	2.6	10	8	57	4420	5	5740	1	4	23	120	28	5890	2	35	11630
351.91297192359355 631.5452993763824	117	7	28	710	11	0	0	640	1	0	12	24	-999999999	22	43	49	16274	0	6250	202	2441	GM0683	-2	66	Wymbritseradiel	.	118	13833	2	300	32	6725	27	1.0	1620	2.6	1	98	52	6210	3	8300	1	5	15	295	28	8010	1	33	16310
46.40457387791888 260.46715329727834	104	8	28	2320	12	0	1	1395	3	1	16	35	-999999999	18	34	368	5305	2	20350	1570	441	GM0687	-1	76	Middelburg	.	953	4864	56	850	15	17885	27	0.8	2285	2.2	15	29	61	20010	9	22620	1	2	24	95	27	23720	7	31	46350
247.34900449587988 350.2893905998828	178	7	15	510	12	0	0	510	1	0	12	20	-999999999	21	45	99	6512	0	5360	264	155	GM0689	-2	54	Giessenlanden	.	226	6357	4	140	28	6310	27	1.1	1315	2.7	1	95	58	5380	4	7240	2	5	14	165	27	7120	1	35	14360
227.31329253560696 351.1431550534976	180	6	10	250	14	0	0	325	1	0	11	19	-999999999	25	50	60	6932	0	3220	153	221	GM0693	0	40	Graafstroom	.	144	6711	2	50	27	4010	25	1.2	1020	3.0	1	97	58	3295	2	4930	1	5	16	200	26	4760	1	31	9700
232.94256231423032 361.2812725898857	148	6	10	280	14	0	0	365	1	0	11	21	-999999999	23	48	111	4444	0	3440	322	337	GM0694	-1	43	Liesveld	.	237	4107	5	70	31	4565	25	1.3	1420	2.8	1	94	55	3515	3	4870	2	5	14	125	28	4850	2	31	9720
122.58998757885905 242.69824830269906	99	7	23	740	13	0	0	765	2	0	15	26	-999999999	22	42	87	24318	1	7950	428	14095	GM0703	-3	56	Reimerswaal	.	205	10223	76	310	20	8895	22	1.1	1825	2.6	11	13	59	8070	5	10580	1	5	21	200	28	10390	3	32	20970
260.3539237114449 365.1533439196351	161	7	10	490	13	0	0	450	1	0	13	21	-999999999	22	47	78	7649	0	4810	249	273	GM0707	-2	56	Zederik	.	184	7377	14	90	30	5730	25	1.1	1785	2.8	4	82	57	4785	2	6780	1	5	13	260	27	6770	1	32	13550
329.5050496570128 650.8772944664623	101	7	34	610	11	0	0	555	1	0	13	27	-999999999	21	40	30	31768	0	4700	188	15918	GM0710	-7	77	WÃ»nseradiel	.	75	15850	11	270	31	4800	28	1.0	1285	2.5	2	88	53	4780	5	6090	2	5	16	345	27	5850	2	33	11940
76.29668463483857 206.26370663085183	84	9	26	2940	10	1	0	1850	2	0	17	30	-999999999	18	35	99	31778	2	24010	757	6634	GM0715	1	80	Terneuzen	.	220	25144	75	940	16	24965	29	1.0	4015	2.3	10	15	63	24900	16	27460	1	4	21	450	27	27950	6	35	55410
122.5013272917283 276.72098813014406	102	7	29	1190	12	0	1	835	1	0	14	25	-999999999	22	43	68	25451	0	9270	380	10670	GM0716	0	76	Tholen	.	165	14781	79	450	25	9995	24	1.0	1815	2.6	11	10	55	9455	4	12200	3	5	20	330	28	12180	3	32	24390
32.35685254335071 269.8040450368948	133	7	20	810	11	0	0	880	1	0	17	26	-999999999	19	38	73	20703	0	8820	252	7409	GM0717	-1	57	Veere	.	166	13294	60	260	20	9735	29	1.1	1585	2.5	15	24	63	9820	5	11150	1	5	17	385	24	10980	2	36	22130
41.72915721648424 250.18908502744705	93	8	35	2270	12	2	2	1510	4	2	17	38	-999999999	16	31	519	34497	1	21160	1700	31083	GM0718	-4	76	Vlissingen	.	1325	3414	60	1050	15	17710	27	0.8	2065	2.1	19	21	64	20960	12	22460	1	2	22	45	27	22780	10	32	45240
271.9931188021319 343.8998833315295	155	6	15	460	12	0	1	405	1	0	12	20	-999999999	21	47	93	5459	0	4030	279	400	GM0733	-2	62	Lingewaal	.	213	5059	16	130	27	4705	28	1.1	1180	2.7	7	76	53	4045	4	5410	2	5	20	120	28	5350	3	33	10760
242.42776424056316 435.266489570974	186	8	15	1590	11	0	1	1340	2	1	12	25	-999999999	21	44	218	8480	1	13530	801	1414	GM0736	-2	68	De Ronde Venen	.	487	7065	19	410	21	15385	27	1.1	2790	2.5	5	76	66	12780	7	17270	1	4	13	240	30	17170	5	31	34440
404.7191312631195 682.6775629240386	114	7	36	1700	11	0	0	1170	2	0	15	25	-999999999	19	40	91	16142	0	12720	404	1175	GM0737	-1	81	Tytsjerksteradiel	.	214	14967	3	750	24	13640	28	1.0	2870	2.5	2	95	55	12705	3	16050	2	5	20	335	27	15910	2	34	31960
268.15839478791526 318.42744726751386	159	7	15	460	13	0	0	405	1	0	12	19	-999999999	23	52	107	5313	0	4150	289	273	GM0738	-1	59	Aalburg	.	242	5040	36	130	22	5375	23	1.2	1405	2.9	10	54	67	4165	2	6150	2	5	11	130	28	6050	1	29	12200
379.602480104663 228.49633555815825	192	7	28	960	12	0	1	535	2	0	12	23	-999999999	20	44	101	7138	0	6090	770	105	GM0743	-1	87	Asten	.	229	7034	26	300	27	7095	28	1.1	1550	2.6	11	63	58	6090	4	8230	2	4	15	280	28	7910	3	33	16140
241.21962707060786 241.76985460912263	166	6	21	410	11	0	0	220	1	0	17	29	-999999999	15	36	43	7630	0	2720	290	3	GM0744	-4	92	Baarle-Nassau	.	86	7627	17	90	21	3270	31	1.2	635	2.4	10	73	65	2380	25	3340	1	5	14	245	26	3210	1	35	6540
146.54432237079757 258.9414870091155	113	9	39	3800	11	0	4	2000	2	1	14	32	-999999999	18	36	335	9313	5	28360	1577	1238	GM0748	-1	86	Bergen op Zoom	.	819	8076	55	1710	17	27045	27	0.9	3380	2.3	10	34	63	27765	9	32760	1	2	20	140	29	33380	12	32	66140
319.6139058908384 260.1966164266257	170	8	28	1400	11	0	0	1145	2	0	11	23	-999999999	21	43	368	3497	2	11240	1261	79	GM0753	-3	72	Best	.	838	3418	20	550	20	12575	25	1.1	1695	2.5	15	65	65	11210	8	14330	2	3	15	100	32	14330	5	34	28660
365.9827431703885 283.5726285578551	170	6	20	680	10	0	0	610	1	0	12	19	-999999999	23	51	116	3452	0	3260	395	1	GM0755	-3	109	Boekel	.	272	3451	28	130	33	4020	26	1.2	1170	2.8	11	61	54	3195	3	4800	2	5	13	240	30	4600	1	30	9400
405.7470653119727 287.52648848524035	160	8	29	1800	11	0	1	1215	2	0	13	24	-999999999	20	43	116	11395	1	11320	594	238	GM0756	-2	91	Boxmeer	.	263	11156	35	570	19	12890	27	1.1	2245	2.5	16	49	62	11085	7	14660	1	4	19	350	29	14730	4	33	29400
308.7270930596293 276.36480901042904	154	8	33	1900	12	1	2	995	2	1	13	29	-999999999	19	39	195	6477	1	11860	996	107	GM0757	-3	94	Boxtel	.	463	6370	24	650	25	12415	28	1.0	2195	2.4	10	65	58	11680	6	14670	1	4	17	160	28	14840	7	32	29510
220.60366830533496 278.4344908693557	137	9	32	7840	12	1	3	4245	3	1	15	38	-999999999	18	32	567	12915	2	75820	1843	228	GM0758	-3	70	Breda	.	1309	12687	51	3530	14	71890	24	0.9	9325	2.2	11	38	67	72150	10	80590	2	2	18	300	31	85440	10	30	166040
386.97577981468766 241.03451756572048	167	8	24	2080	13	0	1	1225	1	0	13	23	-999999999	19	44	116	11837	0	12070	804	127	GM0762	-2	95	Deurne	.	274	11710	27	520	29	13570	27	1.1	2980	2.6	10	63	57	12015	4	16200	2	4	13	505	28	15890	2	33	32080
557.3249645648717 652.5989979818943	78	6	44	1250	11	0	0	530	3	0	15	28	-999999999	18	39	116	5020	0	5680	498	108	GM0765	-3	138	Pekela	.	274	4912	66	400	22	5690	28	1.0	965	2.4	9	26	60	5600	6	6760	1	5	17	55	28	6720	4	32	13480
250.92742216425174 290.9601171597473	142	7	28	1310	11	0	0	920	3	1	13	26	-999999999	19	41	369	2972	3	10110	1072	38	GM0766	-2	76	Dongen	.	863	2934	45	480	24	10815	28	1.0	1510	2.5	10	45	58	9650	6	12740	1	3	18	140	29	12570	7	33	25310
306.829404397764 230.9133968640903	194	7	21	1120	11	0	0	895	1	0	14	22	-999999999	20	44	106	8328	0	6820	435	84	GM0770	-4	92	Eersel	.	222	8244	27	260	24	8755	28	1.2	1800	2.6	14	59	61	6715	5	9330	0	5	14	240	28	8950	1	34	18290
329.40130545315105 244.26548846055402	129	9	39	12480	13	1	2	6150	5	2	15	43	-999999999	16	28	986	8884	4	101360	2113	109	GM0772	-2	88	Eindhoven	.	2369	8775	53	5500	15	86485	23	0.8	10895	2.0	3	43	69	92970	11	104680	1	2	16	30	32	103180	14	29	207870
202.4574141767375 276.9255778803213	137	8	34	2170	12	1	2	1240	4	1	12	27	-999999999	19	40	309	5588	2	16090	1363	42	GM0777	-2	78	Etten-Leur	.	715	5546	53	930	22	17115	27	1.0	2265	2.4	12	35	61	15500	8	19750	2	3	18	215	31	19910	8	33	39660
239.5119582058677 306.42254156088893	133	8	27	1230	11	0	0	745	1	1	13	23	-999999999	17	42	352	2986	0	8410	916	284	GM0779	-4	84	Geertruidenberg	.	775	2702	30	390	26	9520	28	1.1	1450	2.5	12	57	60	8435	6	10520	1	4	13	55	31	10420	2	35	20940
245.0866719473759 271.9059883776203	146	7	32	1350	11	0	0	1045	2	0	12	23	-999999999	19	43	169	6567	3	9840	926	13	GM0784	-3	79	Gilze en Rijen	.	383	6554	22	540	22	11095	28	1.1	1660	2.5	8	70	61	9475	7	12650	2	4	17	165	29	12450	6	34	25090
262.6979239870325 259.85183238187784	159	7	26	1280	13	0	0	760	1	0	13	22	-999999999	18	43	238	4224	1	8800	1012	20	GM0785	1	81	Goirle	.	537	4204	23	410	23	9985	31	1.1	1195	2.5	13	65	58	8680	7	11220	1	3	19	70	26	11360	3	35	22580
373.5075082482818 317.87633573176413	146	6	27	920	11	0	0	500	4	0	12	25	-999999999	19	41	212	2804	0	4860	570	83	GM0786	-2	103	Grave	.	473	2721	17	240	23	5775	28	1.1	740	2.5	10	73	59	4775	9	6590	1	4	18	80	30	6270	5	35	12860
