COMPUTE_CENTROID	P_WWB_UIT	WOZ	BEDR_KLAS	AO_UIT_TOT	P_15_24_JR	P_ANT_ARU	P_MARROK	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	RECSRT	GM_CODE	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	OPP_LAND	P_GEWASSEN	BU_NAAM	P_INDUSTRI	P_00_14_JR	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_COM_DV	P_VEETEELT	WONINGEN	P_WEST_AL	AANT_MAN	STED	AUTO_MUT	P_N_COM_DV	WBCCODE	WK_CODE	AGRA_BEDR	P_25_44_JR	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
441.90843034890645 755.576156179378	12	244	4	50	8	1	0	20	1		10	0	19	42	-99999999	23	8	19907	0	490	236	15828	Gemeente	GM0088	75	Schiermonnikoog	-99999999	24	4079	-99999997	Schiermonnikoog	11	16	310	31	0.6	85	2.0	-99999997	68	-99999997	520	5	490	5	-1	21	0088		10	26	490	2	34	990
511.00585256690806 739.2568593416992	54	126	7	1010	11	0	0	750	1		380	0	15	29	-99999999	37	37	54336	0	6880	344	35318	Gemeente	GM1651	92	Eemsmond	-99999999	88	19018	64	Eemsmond	25	19	6990	29	1.0	1365	2.4	8	55	28	6890	4	8510	5	1	20	1651		235	26	8180	2	34	16700
373.3348321835203 745.4313384270813	10	186	6	170	9	0	0	210	1		10	0	15	34	-99999999	37	25	26850	0	1480	191	20932	Gemeente	GM0060	73	Ameland	-99999999	59	5918	1	Ameland	14	19	1455	29	1.0	475	2.3	1	70	97	1815	4	1760	5	2	16	0060		80	28	1720	1	30	3480
310.19291906925616 732.6442200187103	12	273	6	170	12	1	0	235	1		30	0	16	42	-99999999	28	20	67400	0	2270	186	58689	Gemeente	GM0093	53	Terschelling	-99999999	54	8711	0	Terschelling	13	16	1745	28	0.8	710	2.1	2	76	98	1965	5	2500	5	2	11	0093		40	27	2230	1	30	4730
461.0200400384592 727.0162227541651	48	128	6	630	11	0	0	555	3		230	0	16	32	-99999999	35	28	24031	0	4800	148	7271	Gemeente	GM1663	85	De Marne	-99999999	66	16760	61	De Marne	21	18	4705	30	1.0	1110	2.3	6	59	33	4710	5	5680	5	1	20	1663		185	25	5440	3	32	11110
486.1849603865167 716.2513719402839	40	147	6	600	11	0	0	510	1		230	0	13	27	-99999999	40	55	10253	0	5610	387	148	Gemeente	GM0053	64	Winsum	-99999999	139	10105	14	Winsum	24	20	5595	30	1.0	850	2.5	5	55	81	5625	4	6940	5	2	21	0053		175	25	7080	2	33	14020
549.5736300500033 715.0367429731286	63	116	8	1400	11	2	0	1115	3		730	1	18	31	-99999999	35	86	22748	2	12160	640	9449	Gemeente	GM0010	77	Delfzijl	-99999999	210	13299	47	Delfzijl	16	17	11395	29	0.9	1525	2.3	9	63	44	12185	8	14020	4	1	21	0010		165	25	13970	9	34	27990
519.2152727016439 719.6837791695266	39	140	6	560	12	0	0	650	1		170	0	14	27	-99999999	40	43	11199	0	4390	187	96	Gemeente	GM0024	76	Loppersum	-99999999	98	11104	39	Loppersum	21	19	4735	30	1.1	855	2.5	5	55	57	4455	4	5500	5	2	23	0024		175	25	5420	2	33	10930
415.1585352201567 723.1551979869992	50	137	7	1450	12	0	0	920	3		490	0	16	31	-99999999	38	60	26694	0	10230	474	9967	Gemeente	GM0058	89	Dongeradeel	-99999999	150	16727	29	Dongeradeel	23	20	10095	26	1.0	2050	2.4	7	58	63	10185	4	12540	5	2	19	0058		310	27	12500	3	31	25030
384.18888599925475 713.3757523092356	36	142	6	440	12	0	0	420	1		130	0	14	27	-99999999	41	40	13318	0	3580	197	3553	Gemeente	GM1722	73	Ferwerderadiel	-99999999	92	9765	27	Ferwerderadiel	30	20	3910	28	1.1	980	2.5	4	48	68	3675	3	4600	5	3	21	1722		185	27	4370	2	32	8980
435.93106559187004 707.5601530183227	41	150	6	760	12	0	0	545	1		210	0	14	27	-99999999	41	52	11633	0	5190	335	644	Gemeente	GM0079	87	Kollumerland en Nieuwkruisland	-99999999	119	10989	12	Kollumerland en Nieuwkruisland	24	20	5695	26	1.1	1125	2.5	3	57	85	5255	2	6700	5	4	19	0079		200	28	6410	1	32	13120
537.5256962926948 714.0916404862786	53	116	6	710	11	0	0	475	1		270	1	19	32	-99999999	34	206	2462	2	5480	953	78	Gemeente	GM0003	90	Appingedam	-99999999	516	2384	8	Appingedam	16	16	4900	28	0.9	470	2.2	3	62	89	5585	8	6000	4	1	22	0003		40	26	6290	4	35	12290
499.74064770389515 707.8310108908371	26	162	6	610	12	0	0	445	1		110	0	13	26	-99999999	41	97	4496	0	4150	600	38	Gemeente	GM0005	85	Bedum	-99999999	239	4458	14	Bedum	21	20	4330	29	1.0	715	2.5	9	56	77	4150	4	5370	4	1	23	0005		90	26	5310	1	33	10680
466.40317724946203 701.9017160846785	21	170	7	740	11	0	0	660	1		150	0	13	25	-99999999	43	62	12837	0	7080	349	276	Gemeente	GM0056	61	Zuidhorn	-99999999	147	12561	15	Zuidhorn	23	22	7780	28	1.1	1755	2.6	2	55	83	7030	4	9210	5	3	22	0056		240	26	9250	2	33	18460
357.72545479211476 702.5493367342185	45	142	6	580	11	0	0	515	3		200	0	14	30	-99999999	39	49	11651	0	4550	264	2421	Gemeente	GM0063	81	het Bildt	-99999999	119	9230	61	het Bildt	25	20	4550	27	1.0	1155	2.4	1	57	38	4525	5	5620	5	2	18	0063		150	27	5390	4	31	11010
407.837382697445 702.9548190469118	52	163	7	1160	13	0	0	700	1		390	0	15	24	-99999999	44	96	8749	0	7480	385	183	Gemeente	GM0065	90	Dantumadeel	-99999999	228	8567	2	Dantumadeel	28	20	8235	27	1.1	1445	2.6	1	55	97	7585	2	9770	5	3	17	0065		175	25	9780	1	32	19560
514.0037639674896 704.0647233386427	21	158	6	250	11	0	0	370	1		60	0	12	23	-99999999	44	68	4571	0	2740	301	45	Gemeente	GM0009	53	Ten Boer	-99999999	158	4527	11	Ten Boer	30	21	3085	29	1.1	510	2.6	5	51	84	2775	4	3600	5	1	19	0009		100	27	3570	2	33	7160
528.1506070374736 693.5454835734412	32	171	7	810	10	0	0	1000	1		200	0	14	25	-99999999	40	47	15884	0	6000	189	722	Gemeente	GM0040	80	Slochteren	-99999999	99	15162	49	Slochteren	28	19	7115	29	1.2	1540	2.5	7	48	44	5995	4	7640	5	2	24	0040		215	27	7300	1	35	14940
256.19235673033097 697.8037588369345	13	213	5	50	9	0	0	65	1		10	0	13	41	-99999999	32	8	31579	0	530	137	27962	Gemeente	GM0096	67	Vlieland	-99999999	31	3616	-99999997	Vlieland	15	19	305	27	0.6	140	2.1	-99999997	63	-99999997	525	10	550	5	4	22	0096		0	31	580	1	27	1130
377.09406785579466 697.8860720894581	27	163	6	550	11	0	0	405	2		100	0	13	22	-99999999	42	105	4138	0	4020	494	58	Gemeente	GM0081	79	Leeuwarderadeel	-99999999	257	4080	24	Leeuwarderadeel	22	20	4295	30	1.1	580	2.6	5	54	71	4085	4	5280	5	2	25	0081		80	26	5210	2	36	10490
404.745449625835 682.8260005599589	24	173	8	1500	11	0	0	1280	2		300	0	16	26	-99999999	39	95	16142	0	12920	408	1182	Gemeente	GM0737	72	Tytsjerksteradiel	-99999999	215	14959	3	Tytsjerksteradiel	25	19	14170	28	1.1	2720	2.5	2	54	95	12900	3	16100	5	2	21	0737		320	26	16040	2	34	32140
559.3665016104502 685.467557385138	37	141	6	940	10	0	0	735	1		210	0	15	25	-99999999	40	55	11746	0	5770	320	307	Gemeente	GM0039	99	Scheemda	-99999999	123	11439	58	Scheemda	20	18	6345	30	1.1	975	2.4	7	59	35	5895	5	7060	5	1	21	0039		115	27	7050	1	35	14110
431.8410526810161 687.3242606196426	48	155	8	1760	13	0	0	1105	1		520	0	14	25	-99999999	43	120	10399	0	11170	375	138	Gemeente	GM0059	93	Achtkarspelen	-99999999	275	10261	4	Achtkarspelen	32	19	12315	27	1.1	2460	2.5	3	54	94	11270	2	14330	5	3	15	0059		260	28	13900	1	32	28220
495.0122353092458 689.5215689225062	87	129	9	8220	21	2	1	4200	4		8960	2	11	58	-99999999	20	811	8369	1	104290	3017	563	Gemeente	GM0014	60	Groningen	-99999999	2315	7806	7	Groningen	14	13	63300	21	0.6	9590	1.7	2	66	92	82720	9	89410	1	1	20	0014		60	33	91320	9	23	180730
581.1317453738357 685.622747277945	74	119	6	680	10	0	0	335	2		220	0	17	31	-99999999	34	32	15672	0	3110	197	5828	Gemeente	GM1661	144	Reiderland	-99999999	71	9844	50	Reiderland	17	15	3125	31	1.0	590	2.2	13	51	37	3165	12	3500	5	2	31	1661		80	27	3490	2	35	6990
340.61030483992306 681.6062644021915	41	139	7	1170	11	0	0	815	3		340	0	15	31	-99999999	37	82	10916	0	8740	607	641	Gemeente	GM0070	85	Franekeradeel	-99999999	203	10275	25	Franekeradeel	23	20	8430	28	1.0	1530	2.3	8	58	68	8795	5	10550	4	3	19	0070		215	27	10330	4	32	20890
451.43422452019036 685.4855227769339	26	177	6	610	12	0	0	645	1		120	0	13	23	-99999999	45	61	8778	0	4520	193	90	Gemeente	GM0015	78	Grootegast	-99999999	139	8688	3	Grootegast	31	22	5320	25	1.2	1105	2.7	3	54	94	4425	2	6180	5	1	15	0015		260	28	5920	1	32	12100
361.32060024895577 684.9653268114146	19	161	7	600	11	0	0	660	1		110	0	13	26	-99999999	41	88	7003	0	5570	248	107	Gemeente	GM0083	65	Menaldumadeel	-99999999	201	6896	27	Menaldumadeel	28	20	6085	29	1.1	1090	2.5	4	51	69	5665	3	7030	5	2	21	0083		160	27	6850	1	33	13880
380.80924719355625 680.3559550377576	88	121	9	4520	16	1	1	2280	5		4050	1	15	47	-99999999	26	420	8410	0	47020	2168	495	Gemeente	GM0080	71	Leeuwarden	-99999999	1160	7916	6	Leeuwarden	16	16	33220	24	0.7	4205	1.9	0	62	94	44320	7	44850	2	1	22	0080		70	30	46970	9	27	91820
542.6277505915709 676.5009152292132	50	153	6	890	11	0	0	700	1		260	0	12	24	-99999999	41	71	8162	0	5150	329	128	Gemeente	GM1987	102	Menterwolde	-99999999	157	8034	63	Menterwolde	24	18	5720	31	1.1	835	2.4	12	54	25	5235	4	6370	5	3	22	1987		115	28	6240	2	35	12620
466.0087706962815 674.3472823743798	38	176	7	1100	11	0	0	735	1		280	1	15	26	-99999999	40	133	6427	0	7570	710	93	Gemeente	GM0022	88	Leek	-99999999	299	6335	4	Leek	24	19	8430	29	1.1	1445	2.5	3	58	93	7500	4	9390	4	1	18	0022		180	26	9550	2	34	18940
327.89776176147757 676.3748378504403	63	143	7	790	11	0	1	540	2		420	0	16	33	-99999999	35	232	38767	0	6760	973	36265	Gemeente	GM0072	77	Harlingen	-99999999	625	2502	42	Harlingen	23	18	5815	29	0.9	1095	2.2	0	63	57	6780	8	7830	4	2	14	0072		40	26	7810	4	32	15640
476.9498308385965 657.5733684736057	31	199	8	1470	9	0	0	1395	1		390	0	18	27	-99999999	36	74	20536	0	13200	613	420	Gemeente	GM1699	73	Noordenveld	-99999999	157	20116	11	Noordenveld	17	18	14800	30	1.1	2170	2.4	6	62	83	13120	4	15740	4	0	21	1699		290	24	15830	2	37	31570
522.8778014136909 671.2742120430788	75	125	8	2620	11	1	1	1045	2		1060	4	16	32	-99999999	35	215	7305	3	14980	1119	592	Gemeente	GM0018	115	Hoogezand-Sappemeer	-99999999	514	6713	64	Hoogezand-Sappemeer	18	18	14460	28	1.0	1595	2.3	5	57	31	15100	7	16970	3	2	25	0018		75	27	17540	10	33	34510
452.1207529059597 670.7034718807064	34	204	6	540	11	0	0	510	1		130	0	13	23	-99999999	44	73	6488	0	3860	280	36	Gemeente	GM0025	80	Marum	-99999999	156	6452	6	Marum	30	21	4705	27	1.2	945	2.6	1	50	94	3895	4	5170	5	2	20	0025		195	28	4920	1	33	10080
501.6567459370184 658.2853620670215	19	213	8	1560	9	0	0	1295	1		240	0	19	27	-99999999	37	120	14765	0	13090	449	397	Gemeente	GM1730	78	Tynaarlo	-99999999	223	14368	18	Tynaarlo	15	18	17280	30	1.3	3630	2.4	5	59	77	13030	5	15720	5	1	25	1730		235	23	16260	2	36	31980
505.41355404420193 672.7431580901822	20	245	7	710	9	0	0	535	3		150	0	22	34	-99999999	32	187	5070	0	8360	822	501	Gemeente	GM0017	63	Haren	-99999999	418	4568	10	Haren	12	18	8545	29	1.0	750	2.2	3	61	87	8365	8	9040	4	0	27	0017		70	21	10070	4	34	19110
358.5560664215983 663.876371120724	20	170	6	410	11	0	0	490	1		80	0	12	25	-99999999	44	36	13257	0	4160	112	184	Gemeente	GM0140	57	Littenseradiel	-99999999	83	13074	1	Littenseradiel	30	22	4655	28	1.1	1105	2.6	1	47	99	4275	4	5480	5	3	23	0140		285	27	5350	1	31	10820
566.3835968906062 670.9571976637848	71	130	7	1400	10	0	0	625	3		590	1	20	36	-99999999	31	371	2224	0	8560	1209	60	Gemeente	GM0052	118	Winschoten	-99999999	855	2163	73	Winschoten	14	15	8020	28	0.9	1165	2.1	5	66	23	8570	8	8900	3	0	21	0052		20	26	9600	4	33	18500
579.5591614741459 660.2615753568462	36	154	6	780	10	0	0	540	3		150	0	18	30	-99999999	34	43	11007	0	4300	154	175	Gemeente	GM0007	120	Bellingwedde	-99999999	90	10832	61	Bellingwedde	22	15	4640	32	1.1	875	2.3	5	54	33	4095	9	4900	5	1	24	0007		150	24	4840	4	37	9740
385.951599523887 655.2200755679816	26	168	7	760	10	0	0	810	1		210	0	13	29	-99999999	38	55	16859	0	8020	393	1688	Gemeente	GM0055	60	Boarnsterhim	-99999999	127	15171	2	Boarnsterhim	25	20	8380	28	1.0	1700	2.4	1	57	97	8015	4	9670	5	2	18	0055		255	28	9540	2	33	19210
416.3848200055307 661.2675683048386	60	156	9	3010	12	1	0	1790	3		1360	1	16	32	-99999999	36	205	12615	0	23420	1126	769	Gemeente	GM0090	84	Smallingerland	-99999999	463	11846	2	Smallingerland	20	19	24275	26	1.0	4060	2.3	0	61	98	23305	5	27110	3	2	19	0090		240	27	27750	5	32	54860
543.2717133841868 657.0148161134911	63	135	8	1920	11	0	0	1255	1		740	1	17	29	-99999999	36	164	7871	3	12210	876	257	Gemeente	GM0047	102	Veendam	-99999999	370	7614	61	Veendam	18	17	12475	28	1.0	1695	2.3	14	62	25	12230	5	13940	4	1	20	0047		85	27	14250	6	34	28180
427.70122215839905 645.3008987659023	29	182	8	1600	11	0	0	1450	1		340	0	15	26	-99999999	40	59	22768	0	11700	329	282	Gemeente	GM0086	83	Opsterland	-99999999	131	22486	3	Opsterland	24	20	13270	28	1.1	2465	2.5	2	54	95	11770	3	14810	5	2	22	0086		430	26	14760	1	34	29560
557.3776451214796 652.7693142536118	63	125	6	1100	11	0	0	595	3		350	0	16	29	-99999999	38	119	5020	0	5750	501	111	Gemeente	GM0765	124	Pekela	-99999999	273	4909	71	Pekela	22	18	5855	29	1.0	885	2.3	9	61	20	5515	6	6750	4	2	17	0765		55	27	6650	4	33	13400
520.6901328259515 632.5789139161204	21	213	8	1390	9	0	0	1430	1		210	0	17	25	-99999999	37	44	27886	0	10500	263	212	Gemeente	GM1680	85	Aa en Hunze	-99999999	92	27674	37	Aa en Hunze	19	18	12200	32	1.2	2105	2.4	12	56	52	10470	4	12620	5	2	26	1680		330	24	12890	1	39	25510
563.3902518187124 635.7030495038255	60	145	8	2550	11	0	0	1265	2		860	0	18	30	-99999999	36	128	11996	0	14600	713	211	Gemeente	GM0037	116	Stadskanaal	-99999999	290	11785	67	Stadskanaal	19	17	15055	27	1.0	2430	2.3	14	60	19	14545	5	16820	4	2	21	0037		190	26	17330	3	34	34150
338.99352450379246 648.5025672764949	49	143	6	450	11	0	0	270	2		200	0	17	33	-99999999	35	399	942	1	4080	912	31	Gemeente	GM0064	74	Bolsward	-99999999	1044	911	0	Bolsward	25	19	3630	26	0.9	640	2.3	0	56	100	4130	4	4640	4	3	19	0064		15	27	4860	4	32	9500
351.93260190513126 631.6522859404469	18	192	7	600	11	0	0	660	1		110	0	13	25	-99999999	42	50	16274	0	6310	207	2443	Gemeente	GM0683	56	Wymbritseradiel	-99999999	117	13831	1	Wymbritseradiel	32	22	6950	28	1.1	1620	2.6	0	52	99	6290	3	8260	5	2	16	0683		275	26	7950	1	33	16210
453.6316350939502 628.8836980548144	36	174	8	1470	11	0	0	1455	1		380	0	17	27	-99999999	38	52	22608	0	10760	415	192	Gemeente	GM0085	86	Ooststellingwerf	-99999999	117	22416	8	Ooststellingwerf	21	18	11690	28	1.1	2275	2.4	4	60	88	10745	5	13070	5	2	19	0085		390	26	13060	2	35	26120
329.4240742860853 650.9769557414562	22	160	7	530	11	0	0	630	1		100	0	13	27	-99999999	40	32	31768	0	4740	193	15921	Gemeente	GM0710	67	WÃ»nseradiel	-99999999	75	15847	10	WÃ»nseradiel	31	21	5070	29	1.1	1285	2.5	4	53	86	4810	5	6050	5	3	17	0710		340	26	5840	2	33	11890
580.1146550842052 625.3826311402921	25	153	7	1350	10	0	0	880	2		170	0	19	28	-99999999	35	47	17051	0	7130	356	284	Gemeente	GM0048	127	Vlagtwedde	-99999999	99	16767	66	Vlagtwedde	23	17	7915	30	1.1	1500	2.3	12	55	22	7080	6	8240	5	1	21	0048		270	25	8380	2	36	16610
494.2563571264668 634.1451322190804	60	150	9	3780	11	0	0	2655	4		1590	1	14	33	-99999999	36	322	8348	1	27110	1317	142	Gemeente	GM0106	90	Assen	-99999999	772	8206	36	Assen	14	20	26450	26	1.0	3420	2.3	6	63	59	27270	8	30920	3	1	23	0106		85	29	32460	6	30	63380
362.1890934256395 641.003555223115	63	152	8	1740	11	0	0	905	2		880	1	16	34	-99999999	35	436	3404	0	14400	1457	394	Gemeente	GM0091	81	Sneek	-99999999	1097	3010	3	Sneek	21	19	13125	26	0.9	2495	2.2	0	60	97	14490	6	16210	3	3	19	0091		30	28	16820	4	31	33030
379.6787319159581 621.178867581495	23	194	8	1150	11	0	0	1170	1		240	0	15	27	-99999999	40	64	21689	0	10780	553	3089	Gemeente	GM0051	66	SkarsterlÃ¢n	-99999999	146	18600	3	SkarsterlÃ¢n	27	20	11825	27	1.1	2420	2.5	1	56	96	11035	4	13650	4	2	16	0051		355	26	13420	1	34	27070
414.01735529110454 626.7279124872971	44	177	8	2120	11	0	1	1595	2		800	1	17	33	-99999999	34	138	14015	1	18900	1091	494	Gemeente	GM0074	76	Heerenveen	-99999999	316	13521	4	Heerenveen	18	18	18690	26	1.0	3845	2.2	3	60	93	18990	5	20940	3	1	23	0074		220	27	21810	5	33	42760
327.63885613575655 614.3085946909617	32	174	7	540	10	0	0	360	1		140	0	18	31	-99999999	35	45	28917	0	4590	307	19256	Gemeente	GM0104	79	Nijefurd	-99999999	112	9661	3	Nijefurd	30	19	4390	29	1.0	1065	2.4	1	54	96	4815	4	5400	5	3	15	0104		210	25	5460	1	34	10870
493.2975709124138 600.6063804858323	22	181	8	1900	10	0	0	1710	1		290	0	16	26	-99999999	39	44	34582	0	13460	357	433	Gemeente	GM1731	88	Midden-Drenthe	-99999999	97	34149	35	Midden-Drenthe	21	19	14870	29	1.1	2990	2.5	11	58	55	13135	4	16540	5	2	21	1731		575	26	16740	1	35	33280
542.9812118847992 611.1655445977955	32	182	8	1640	10	0	0	1445	1		340	0	16	23	-99999999	38	46	27792	0	10740	250	273	Gemeente	GM1681	94	Borger-Odoorn	-99999999	96	27519	63	Borger-Odoorn	20	18	12675	31	1.2	2495	2.4	12	56	24	10860	4	13100	5	2	24	1681		340	25	13200	1	38	26300
230.39158484094577 652.391324805624	21	227	7	940	10	0	0	670	2		120	0	15	32	-99999999	35	36	46328	0	5910	383	30075	Gemeente	GM0448	104	Texel	-99999999	84	16254	36	Texel	19	19	5770	31	1.0	1715	2.3	20	65	44	5840	7	6790	5	1	15	0448		225	25	6920	2	33	13710
222.37761252536077 613.4650310435534	68	145	8	3970	12	2	0	2205	4		1740	1	15	36	-99999999	34	487	17883	0	26660	1623	13352	Gemeente	GM0400	99	Den Helder	-99999999	1301	4531	92	Den Helder	18	17	22065	28	0.8	2715	2.2	0	58	8	26550	10	29200	2	0	24	0400		60	28	29760	8	30	58960
343.86805229036474 603.6241844622218	19	189	6	420	11	0	0	445	0		70	0	19	28	-99999999	37	47	20929	0	4160	251	11402	Gemeente	GM0653	66	GaasterlÃ¢n-Sleat	-99999999	108	9527	4	GaasterlÃ¢n-Sleat	29	19	4455	27	1.1	1005	2.5	4	54	92	4315	4	5200	5	3	17	0653		195	24	5100	1	35	10300
413.72664952928614 601.7229433370708	37	182	8	1310	11	1	1	1350	1		390	0	18	29	-99999999	36	51	22836	0	10760	600	682	Gemeente	GM0098	80	Weststellingwerf	-99999999	115	22153	4	Weststellingwerf	24	18	11230	28	1.0	2305	2.4	2	54	94	10785	4	12770	4	2	21	0098		430	26	12740	3	35	25510
257.42396027734424 611.1627730354447	23	182	6	560	11	0	0	405	1		80	0	17	29	-99999999	36	135	21250	0	3730	414	18563	Gemeente	GM0462	97	Wieringen	-99999999	323	2687	18	Wieringen	31	17	3635	28	1.0	820	2.3	4	52	78	3800	5	4360	5	4	17	0462		50	27	4330	2	35	8690
455.94935251381713 592.779251688048	19	251	7	1100	10	0	0	940	1		150	0	20	28	-99999999	34	30	28275	0	8050	189	399	Gemeente	GM1701	91	Westerveld	-99999999	69	27875	11	Westerveld	21	17	9265	30	1.2	1775	2.4	4	57	84	7745	4	9610	5	2	22	1701		345	23	9650	2	39	19260
260.4985216213013 590.0408926574194	23	181	7	770	11	0	0	670	2		120	0	14	25	-99999999	41	29	30776	0	5070	420	11281	Gemeente	GM0463	93	Wieringermeer	-99999999	64	19495	74	Wieringermeer	27	20	5655	28	1.1	1375	2.5	15	57	11	5100	5	6340	5	2	16	0463		355	27	6220	3	35	12560
235.46526388029142 596.4950920610695	22	194	6	690	12	1	0	740	2		120	0	12	24	-99999999	42	79	7881	0	5520	450	414	Gemeente	GM0366	72	Anna Paulowna	-99999999	188	7468	87	Anna Paulowna	26	20	5930	28	1.1	1205	2.5	3	58	10	5530	5	7080	5	2	16	0366		190	28	6940	3	33	14020
375.11954858803233 598.5097065729567	40	183	7	620	11	0	0	545	2		210	1	13	29	-99999999	38	76	12438	1	5560	568	4814	Gemeente	GM0082	69	Lemsterland	-99999999	176	7624	3	Lemsterland	22	20	5775	28	1.0	1095	2.4	0	61	97	5765	6	6830	4	2	17	0082		150	28	6580	4	33	13400
523.1979132068867 569.2965506823582	42	181	8	2000	10	0	0	1870	2		610	0	17	27	-99999999	38	57	29968	0	15020	470	303	Gemeente	GM0109	85	Coevorden	-99999999	122	29666	33	Coevorden	18	18	16810	29	1.1	3065	2.4	10	61	56	14555	5	17990	5	1	21	0109		490	26	18140	2	35	36140
218.27942085679175 585.5449247506273	21	217	7	670	10	0	0	775	1		90	0	14	25	-99999999	40	56	11335	0	4660	188	1831	Gemeente	GM0476	86	Zijpe	-99999999	122	9504	53	Zijpe	24	19	5315	32	1.1	1440	2.5	2	60	44	4565	6	5850	5	4	15	0476		205	25	5710	2	35	11560
557.485076152925 572.3598433982625	58	152	9	7530	11	0	0	4370	2		2590	0	16	29	-99999999	37	144	34629	1	46090	716	906	Gemeente	GM0114	105	Emmen	-99999999	322	33723	63	Emmen	21	18	48460	28	1.1	7510	2.3	11	60	26	45990	7	53650	4	1	19	0114		485	28	54940	4	34	108590
415.8753793870755 571.6554190389691	35	181	8	2270	11	0	0	2045	1		630	0	16	28	-99999999	38	63	32169	1	17790	577	3080	Gemeente	GM1708	81	Steenwijkerland	-99999999	148	29089	9	Steenwijkerland	22	19	18435	27	1.0	3155	2.4	5	59	86	17835	4	21560	4	2	19	1708		490	26	21560	3	34	43120
228.384213057278 579.480495159291	34	193	7	1180	11	0	0	665	4		260	1	15	33	-99999999	35	414	1935	0	8180	1123	51	Gemeente	GM0441	93	Schagen	-99999999	995	1884	13	Schagen	21	17	7810	29	1.0	1225	2.3	10	59	77	8025	8	9290	3	1	20	0441		30	28	9460	6	33	18750
241.03936523293603 572.5905072290522	15	224	7	640	11	0	0	895	2		70	0	12	23	-99999999	43	88	6299	0	4540	231	145	Gemeente	GM0412	81	Niedorp	-99999999	192	6154	38	Niedorp	33	21	5385	29	1.2	1645	2.6	13	51	50	4480	4	6000	5	1	15	0412		175	27	5800	2	34	11790
489.4676980555157 564.3951584423587	49	159	9	3530	12	0	0	2165	2		1050	0	16	29	-99999999	39	186	12922	1	22280	1050	154	Gemeente	GM0118	99	Hoogeveen	-99999999	424	12769	14	Hoogeveen	21	18	23775	26	1.1	3875	2.4	5	62	81	22055	5	26890	3	2	17	0118		280	27	27260	3	32	54150
468.2196192522083 558.7349880712092	14	238	8	1140	10	0	0	1370	1		130	0	17	24	-99999999	40	52	22635	0	9370	268	155	Gemeente	GM1690	75	De Wolden	-99999999	106	22480	9	De Wolden	22	19	11590	29	1.2	2225	2.5	5	56	86	9270	3	11920	5	2	21	1690		570	25	11870	1	36	23790
223.89792023861358 566.6867506522253	15	230	7	920	11	0	0	930	1		90	0	11	27	-99999999	42	129	5483	0	6180	338	85	Gemeente	GM0395	87	Harenkarspel	-99999999	292	5398	67	Harenkarspel	34	21	6945	29	1.1	1705	2.5	10	48	23	5895	5	8040	5	1	18	0395		215	27	7720	2	31	15750
274.6503879325796 571.4562318848264	26	193	6	620	11	1	0	295	4		80	0	13	33	-99999999	36	433	10796	5	3530	927	10065	Gemeente	GM0420	113	Medemblik	-99999999	1108	731	47	Medemblik	37	19	3165	27	0.9	645	2.3	16	51	37	3345	7	4040	4	0	13	0420		20	29	4050	10	31	8100
440.8797466698218 561.9238341025491	40	177	8	1890	11	0	2	1145	2		520	1	15	33	-99999999	35	228	5698	0	13240	1135	135	Gemeente	GM0119	93	Meppel	-99999999	549	5564	3	Meppel	16	19	12690	27	1.0	2055	2.3	5	62	92	13220	5	14840	3	1	21	0119		100	29	15700	5	31	30540
267.75133327865797 563.7118509898605	16	226	6	650	11	0	0	670	1		70	0	12	23	-99999999	41	97	5059	0	4160	193	85	Gemeente	GM0529	91	Noorder-Koggenland	-99999999	212	4974	32	Noorder-Koggenland	29	20	4830	31	1.2	1030	2.5	13	51	55	4145	6	5300	5	2	20	0529		160	26	5260	2	35	10550
209.07885377345409 548.4829011341184	19	332	8	1930	10	0	0	1335	2		250	0	20	33	-99999999	34	145	11983	0	13660	658	2279	Gemeente	GM0373	96	Bergen (NH.)	-99999999	325	9705	24	Bergen (NH.)	18	16	14075	32	1.0	1980	2.2	0	62	76	13745	9	15280	4	1	20	0373		125	22	16220	2	33	31500
280.3331532458141 561.7365927020085	16	216	6	460	12	0	0	365	1		50	0	13	25	-99999999	44	149	3108	0	3250	455	762	Gemeente	GM0459	83	Wervershoof	-99999999	365	2346	77	Wervershoof	34	22	3490	26	1.1	1145	2.6	2	52	21	3145	3	4390	5	2	14	0459		105	28	4170	2	30	8560
252.22776454160143 561.3354110717275	11	226	7	570	11	0	0	695	1		50	0	13	24	-99999999	43	119	4198	0	4310	457	35	Gemeente	GM0432	77	Opmeer	-99999999	271	4163	32	Opmeer	39	21	4960	27	1.2	1070	2.6	9	46	59	4250	4	5680	5	2	15	0432		135	28	5590	2	33	11270
