COMPUTE_CENTROID	P_WWB_UIT	WWB_UITMUT	INW_MUT	BEDR_KLAS	AO_UIT_TOT	P_WW_UIT	P_15_24_JR	P_ANT_ARU	P_MARROK	HH_MUT	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	WEST_MUT	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	P_HOOG_INK	OPP_TOT	P_TURKIJE	N_W_MUT	INW_5JMUT	AANTAL_HH	N_W_5JMUT	OAD	OPP_WATER	RECSRT	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	P_NIET_ACT	P_GEWASSEN	OPP_LAND	BU_NAAM	INK_ONTV	WW_UIT_TOT	P_INDUSTRI	P_00_14_JR	AGRA_5MUT	AUTO_TOT	P_45_64_JR	AUTO_HH	INK_INW	P_LAAG_INK	WW_UIT_MUT	WEST_5JMUT	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	STED	AANT_MAN	P_N_COM_DV	AUTO_MUT	HH_5JMUT	AANT_INK	WK_CODE	AGRA_BEDR	P_25_44_JR	AGRA_MUT	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
202.97982552723292 393.1593120902869	24	8	0	8	1100	20	13	0	2	0	975	2		220	1	13	-9	26	-99999999	41	406	25	2939	1	0	-2	10370	0	1334	152	Gemeente	GM0627	0	63	Waddinxveen	-99999999	941	17	81	2787	Waddinxveen	19	360	21	20	-28	11320	27	1.1	13	36	11	0	2240	2.5	2	17	66	10295	6	3	13080	13	3	2	17100		100	27	-8	13140	6	33	26220
396.3030100289678 382.4876926771125	97	-2	0	9	8900	42	13	1	2	0	3870	6		6450	2	13	-8	45	-99999999	28	535	16	10153	5	0	2	69820	3	1947	328	Gemeente	GM0202	-3	89	Arnhem	-99999999	1438	28	32	9825	Arnhem	17	4200	12	16	-14	52595	23	0.8	12	41	13	0	6865	1.9	13	55	65	64370	11	2	69800	22	2	3	95300		55	34	-12	71520	17	26	141320
221.3653901068366 394.2821844349601	13	4	0	7	390	15	12	0	0	1	465	2		60	0	15	5	23	-99999999	43	151	31	5011	0	-1	-1	4890	0	568	1189	Gemeente	GM0595	-3	46	Reeuwijk	-99999999	336	14	35	3822	Reeuwijk	21	140	23	20	-13	5780	29	1.2	14	37	14	0	1215	2.6	4	62	63	4930	5	4	6400	14	1	2	8300		170	24	-1	6420	3	34	12830
291.8828291351064 392.2208845089589	11	9	0	7	620	21	10	0	1	1	440	2		60	0	17	6	27	-99999999	38	208	33	3757	0	-7	2	5770	0	563	62	Gemeente	GM0312	-4	69	Bunnik	-99999999	383	16	25	3695	Bunnik	21	190	16	19	-11	7690	28	1.3	15	34	18	0	1195	2.4	13	62	62	5690	7	4	6990	21	2	5	9500		120	25	0	7150	3	35	14140
501.7541310209728 385.87975637669524	17	-1	3	8	1650	25	11	0	1	-1	1340	2		170	0	14	-7	23	-99999999	43	112	16	11030	0	-9	3	11410	1	669	48	Gemeente	GM0240	-4	83	Groenlo	-99999999	277	17	6	10983	Groenlo	16	510	25	20	-25	12320	27	1.1	11	43	17	0	2600	2.6	11	83	56	11300	6	4	15550	18	-4	4	20400		385	28	-10	14870	3	34	30420
311.28523712541875 391.2987219260339	16	-8	0	7	720	22	11	0	1	1	320	3		60	1	22	0	39	-99999999	30	207	-99999997	2225	0	0	3	4540	2	537	1	Gemeente	GM0315	-2	113	Doorn	-99999999	462	-99999997	5	2224	Doorn	-99999997	140	10	16	-5	4610	27	1.0	-99999997	-99999997	25	1	505	2.1	0	95	66	4255	10	4	4830	24	1	5	-99999997		20	24	5	5460	5	30	10280
194.13061335056034 387.48651798202377	14	-2	1	7	390	15	12	0	0	2	405	1		50	0	14	0	22	-99999999	45	153	24	3110	0	0	3	3740	0	492	123	Gemeente	GM1666	-1	58	Zevenhuizen-Moerkapelle	-99999999	344	15	78	2987	Zevenhuizen-Moerkapelle	17	90	22	21	-16	4575	26	1.2	12	44	15	0	1130	2.6	10	12	65	3725	5	5	5030	12	2	5	6700		150	26	-4	5240	2	34	10270
154.34864172496557 392.18834600285925	49	3	-1	9	2370	25	9	1	1	0	1205	5		1120	3	22	0	42	-99999999	27	2512	24	1448	1	0	-3	23650	3	3010	44	Gemeente	GM0603	-3	78	Rijswijk	-99999999	3372	22	90	1405	Rijswijk	19	750	14	14	-23	35300	28	1.5	14	33	7	0	4690	1.9	0	10	66	23905	14	1	22210	20	41	0	34200		30	27	-6	25170	11	31	47380
237.44812816380423 389.08276612107005	11	-99999997	2	7	370	15	11	0	0	2	430	1		40	0	14	2	28	-99999999	42	107	24	4016	0	0	2	3880	1	808	82	Gemeente	GM0589	-5	57	Oudewater	-99999999	253	14	3	3934	Oudewater	18	110	27	21	-13	4220	26	1.1	13	39	19	0	1075	2.5	4	93	58	3890	3	4	4890	14	3	5	6600		145	28	-2	5060	2	30	9950
186.52823769047265 388.3108656975812	18	3	-1	7	330	15	11	0	2	0	415	2		70	1	11	-8	20	-99999999	47	238	28	2196	0	9	2	3820	1	645	84	Gemeente	GM0495	4	48	Bleiswijk	-99999999	488	16	92	2113	Bleiswijk	20	100	14	22	-23	5020	28	1.3	13	36	-2	0	1145	2.7	4	4	71	3790	6	4	5270	15	3	5	6400		145	28	-5	5050	6	33	10320
273.0400118626672 389.76035970363296	41	3	-1	9	3990	28	13	1	2	3	1920	4		1000	4	10	-5	32	-99999999	38	1739	21	2568	1	0	-2	26500	2	1788	196	Gemeente	GM0356	-2	90	Nieuwegein	-99999999	2591	20	25	2372	Nieuwegein	18	1250	15	17	-35	41255	30	1.6	13	36	19	0	4850	2.3	0	75	68	25760	10	2	30400	18	36	1	42500		25	29	0	31050	11	30	61450
262.8738407809739 388.9922950416253	34	6	9	8	1690	27	10	1	4	0	1070	3		420	3	10	-7	27	-99999999	44	610	23	2162	1	-2	17	13370	2	1643	45	Gemeente	GM0353	-3	74	IJsselstein	-99999999	1588	16	12	2117	IJsselstein	19	610	17	23	-24	12915	23	1.0	13	34	21	0	1315	2.4	6	82	68	13095	7	2	16460	15	2	17	21700		50	34	-10	17150	12	30	33610
137.4095010561781 382.71094426530794	17	-1	1	9	4230	10	12	0	1	3	3340	2		610	1	13	0	24	-99999999	43	549	22	9059	0	8	3	37780	0	1207	1068	Gemeente	GM1783	0	65	Westland	-99999999	1225	14	99	7990	Westland	17	700	27	20	-21	43885	26	1.2	12	42	-2	0	10735	2.5	0	1	60	38120	5	3	48900	13	5	7	66200		1465	28	-5	48960	4	33	97860
169.12383068236264 387.32933436437116	16	8	6	8	1520	15	10	1	1	6	1500	2		240	2	11	4	21	-99999999	47	431	28	3860	0	0	23	14820	3	1074	95	Gemeente	GM1926	0	58	Pijnacker-Nootdorp	-99999999	1059	14	83	3765	Pijnacker-Nootdorp	19	360	23	24	-25	16230	23	1.1	13	35	-5	0	2440	2.6	0	16	61	15025	7	3	20040	16	6	27	25500		290	33	-5	19840	6	32	39880
330.86466763120114 384.28377365348007	21	-7	0	6	340	20	12	0	1	0	260	1		60	0	16	1	27	-99999999	40	112	-99999997	3059	0	0	0	2810	1	566	119	Gemeente	GM0306	-3	72	Amerongen	-99999999	247	-99999997	2	2939	Amerongen	-99999997	90	23	20	-18	3295	27	1.2	-99999997	-99999997	5	0	480	2.5	6	91	61	2630	7	4	3600	16	3	0	-99999997		80	25	-11	3680	3	33	7270
286.4566231321925 383.00872400996866	21	5	3	8	1950	22	13	1	1	4	1285	3		320	2	8	8	23	-99999999	49	304	28	5898	0	8	31	16200	1	1248	327	Gemeente	GM0321	-2	66	Houten	-99999999	781	15	35	5571	Houten	20	650	15	23	-12	16910	24	1.0	13	33	20	0	1955	2.6	5	60	65	15955	7	3	21450	20	4	35	27800		175	31	2	22080	6	27	43530
325.27153989636264 387.71987691418974	22	36	2	6	380	22	11	0	1	3	295	6		60	0	17	0	31	-99999999	36	118	-99999997	3022	0	2	5	3250	3	605	30	Gemeente	GM0326	-5	77	Leersum	-99999999	257	-99999997	16	2992	Leersum	-99999997	110	18	19	-24	3540	28	1.1	-99999997	-99999997	20	1	485	2.3	22	62	64	2935	8	4	3830	19	2	9	-99999997		50	26	-2	3860	8	33	7680
344.1919018729771 387.8693404458995	46	2	0	9	3090	26	13	1	5	2	1820	3		1000	0	12	9	28	-99999999	42	1264	20	1981	1	0	3	23980	2	1872	20	Gemeente	GM0345	-1	76	Veenendaal	-99999999	3130	19	16	1961	Veenendaal	18	1050	16	21	-24	24785	24	1.0	12	41	19	0	3030	2.5	12	72	69	23635	6	2	30170	15	4	5	38900		30	29	3	31220	9	30	61380
525.1681798757324 376.29232254728635	33	4	-9	8	1670	31	11	0	1	0	1140	2		370	0	17	0	29	-99999999	38	90	14	13880	1	4	2	12020	1	1033	56	Gemeente	GM0294	-2	89	Winterswijk	-99999999	212	19	11	13825	Winterswijk	16	590	23	19	-18	12415	27	1.0	11	46	16	0	2075	2.4	11	78	61	11565	9	3	14550	17	1	4	19700		395	27	-3	14730	5	33	29280
435.5022173377935 387.27013051990167	55	-3	-1	6	770	48	10	0	0	0	440	1		250	1	13	0	29	-99999999	40	406	16	1290	7	4	0	4760	0	761	126	Gemeente	GM0221	0	102	Doesburg	-99999999	978	23	12	1164	Doesburg	17	360	14	20	-11	4725	28	1.0	12	42	18	0	560	2.3	12	75	67	4685	10	4	5620	19	2	2	7500		15	29	7	5760	10	31	11380
213.01906854728193 386.267182952178	61	-2	-3	9	3470	28	12	1	9	5	2040	3		1720	1	13	0	34	-99999999	37	1443	22	1810	1	0	0	30580	2	2332	119	Gemeente	GM0513	-1	72	Gouda	-99999999	4242	19	24	1692	Gouda	18	1330	16	20	-12	24410	25	0.8	12	37	21	0	3905	2.3	0	76	64	30130	7	2	34990	20	1	2	47000		20	30	0	36790	13	29	71780
159.95855523114952 382.6567301708258	57	-3	-1	9	4470	21	16	2	1	0	2205	8		2640	2	13	1	51	-99999999	25	1324	20	2408	2	1	-1	49970	3	3283	87	Gemeente	GM0503	-1	65	Delft	-99999999	4094	26	25	2321	Delft	18	1410	14	15	-26	30740	24	0.6	12	40	3	1	3600	1.8	0	75	67	42700	11	1	49650	19	1	1	62400		20	32	5	45380	16	24	95030
176.3335498977872 382.9447403305045	20	3	3	7	630	20	11	0	1	4	660	2		130	1	13	0	22	-99999999	43	426	26	1891	0	0	7	6950	2	770	29	Gemeente	GM0493	-1	53	Berkel en Rodenrijs	-99999999	971	17	77	1862	Berkel en Rodenrijs	19	210	21	21	-36	7930	27	1.1	13	37	8	0	1350	2.5	1	22	64	7000	6	4	9060	14	5	11	11800		135	29	-14	9020	6	35	18080
308.6051759464602 379.27313231951246	21	17	0	7	1240	23	12	0	1	1	865	2		190	1	9	0	24	-99999999	46	212	24	5030	0	4	2	9060	0	1045	268	Gemeente	GM0352	0	75	Wijk bij Duurstede	-99999999	495	16	31	4762	Wijk bij Duurstede	19	380	19	21	-14	10075	29	1.1	13	37	27	0	1280	2.5	9	60	62	9010	7	3	11710	18	3	4	15300		140	29	1	11870	4	30	23580
249.95433929668047 378.4818409909042	15	-3	1	7	590	20	12	0	1	1	635	1		70	0	10	2	22	-99999999	49	77	22	7892	0	0	4	5040	1	337	314	Gemeente	GM0331	-4	64	Lopik	-99999999	184	13	10	7578	Lopik	18	170	36	23	-11	5865	25	1.2	12	39	27	0	1735	2.7	5	85	54	4950	3	5	7110	9	2	7	8700		270	30	-2	6860	3	29	13970
204.66059102175808 382.07001772049927	31	9	0	6	320	26	11	0	4	0	345	1		80	0	11	0	23	-99999999	46	262	24	1273	0	0	5	3040	1	965	52	Gemeente	GM0563	-2	60	Moordrecht	-99999999	662	16	28	1221	Moordrecht	18	140	24	22	-10	3200	26	1.1	12	39	16	-1	610	2.6	0	72	61	2945	13	4	4060	14	4	5	5100		35	29	3	4030	6	31	8080
379.7235334710925 379.5102326840161	31	-2	-2	8	1670	29	9	0	0	0	1120	3		400	0	22	-2	34	-99999999	32	314	27	4712	1	0	-1	13910	1	801	111	Gemeente	GM0274	-2	86	Renkum	-99999999	693	21	43	4602	Renkum	20	580	14	17	-8	14465	29	1.0	14	37	17	0	1505	2.2	4	52	64	13900	9	4	15240	22	2	0	21900		25	24	0	16660	5	34	31900
151.05634635821758 374.3795711454953	10	8	0	7	490	10	12	0	1	2	605	1		60	0	12	0	24	-99999999	45	151	26	4938	0	-5	4	6440	0	1113	192	Gemeente	GM1842	5	44	Midden-Delfland	-99999999	359	14	53	4745	Midden-Delfland	19	120	25	22	-28	7165	26	1.1	13	39	-12	0	1425	2.6	1	46	57	6425	5	3	8710	18	0	6	11200		220	28	-5	8350	3	31	17050
224.20903654504278 377.82182065737504	14	-99999997	0	6	350	15	12	0	0	-8	390	2		50	0	15	0	25	-99999999	42	75	25	5652	0	0	0	3710	1	377	273	Gemeente	GM0623	0	55	Vlist	-99999999	182	16	4	5379	Vlist	19	90	27	20	-11	4035	28	1.1	13	40	-5	0	1110	2.6	5	91	57	3665	4	5	4920	16	1	4	6400		205	25	-1	4880	2	33	9790
345.17682990812926 377.1126241708969	30	4	1	7	950	21	11	0	2	1	640	1		200	0	16	-7	27	-99999999	39	194	22	4300	0	2	4	7130	0	847	160	Gemeente	GM0340	-3	82	Rhenen	-99999999	434	18	9	4139	Rhenen	18	250	24	20	-18	8020	27	1.1	12	39	27	0	1185	2.4	10	81	59	7015	5	4	8930	17	2	5	11700		110	27	-3	9030	4	35	17970
426.1662637095244 372.3362894103721	38	9	1	8	1850	39	10	0	0	2	1265	1		470	1	15	-5	28	-99999999	37	264	18	5813	1	3	1	13280	0	1174	434	Gemeente	GM0299	-3	87	Zevenaar	-99999999	586	21	22	5379	Zevenaar	17	830	20	18	-14	14220	30	1.1	12	39	14	0	1695	2.3	10	68	63	13210	10	3	15480	18	2	5	21500		120	27	-2	16020	4	35	31500
182.80247045702222 378.27731503761254	15	0	2	7	480	20	8	0	1	2	565	2		80	2	9	7	18	-99999999	53	485	29	1552	1	0	29	5800	2	1241	63	Gemeente	GM0492	-5	46	Bergschenhoek	-99999999	1087	11	83	1489	Bergschenhoek	20	200	19	26	-25	7215	21	1.2	13	33	-1	1	1405	2.7	2	15	65	5900	7	3	8060	16	4	27	9900		45	35	0	8120	7	29	16180
154.39033275255787 364.43813685641294	137	-2	0	9	28190	36	14	3	6	-1	8530	9		37670	9	14	0	47	-99999999	29	947	16	31935	8	0	1	299620	5	3856	11291	Gemeente	GM0599	-3	69	Rotterdam	-99999999	2889	30	59	20644	Rotterdam	17	14610	13	17	-27	195575	23	0.7	12	41	3	0	27435	1.9	5	36	68	285980	10	1	292790	19	3	1	381700		100	32	-2	303620	35	24	596410
206.89876245101462 371.46106804301047	11	-99999997	0	6	270	15	12	0	0	1	305	1		30	0	14	-3	23	-99999999	46	127	25	2853	0	0	0	3020	0	556	142	Gemeente	GM0644	-4	50	Ouderkerk	-99999999	298	14	0	2711	Ouderkerk	18	80	26	21	-17	3445	26	1.1	12	39	25	0	725	2.6	3	97	58	3040	3	4	4020	16	3	2	5100		70	27	-1	4050	2	31	8070
275.5722171091285 374.339164617791	30	-2	0	7	1050	31	12	1	3	0	815	2		220	1	12	-8	24	-99999999	43	382	22	4237	1	0	3	7820	1	807	290	Gemeente	GM0620	-3	77	Vianen	-99999999	501	18	15	3947	Vianen	18	420	21	20	-11	15060	28	1.9	12	38	24	0	2365	2.5	7	79	63	7745	6	4	9790	15	34	6	13100		105	29	-3	9990	8	33	19780
199.32384909930894 374.15669139982236	28	7	-1	7	790	20	13	1	1	0	780	2		220	2	10	-2	24	-99999999	46	561	28	1847	0	3	5	8580	1	1416	120	Gemeente	GM0567	-1	52	Nieuwerkerk aan den IJssel	-99999999	1286	16	58	1727	Nieuwerkerk aan den IJssel	20	300	16	21	-25	9680	28	1.1	13	35	10	0	1495	2.5	0	42	69	8385	6	3	11070	15	3	7	14000		75	28	-4	11150	6	30	22220
360.93166659765103 375.37385561540003	43	7	0	8	1530	25	18	0	1	0	775	9		790	1	13	0	58	-99999999	21	383	21	3235	0	0	5	19430	3	1511	183	Gemeente	GM0289	-3	60	Wageningen	-99999999	1154	27	24	3053	Wageningen	18	650	12	15	-7	11710	21	0.6	12	40	10	2	1085	1.7	7	68	62	12680	12	2	17380	26	1	9	21900		40	33	2	17840	11	21	35220
457.29873575716385 372.9961422720448	42	4	1	9	3980	34	11	0	0	1	2200	2		940	0	14	-10	30	-99999999	37	313	17	7967	3	0	6	23740	1	1028	53	Gemeente	GM0222	0	105	Doetinchem	-99999999	717	21	16	7914	Doetinchem	17	1290	18	19	-9	24760	27	1.0	12	42	17	0	3710	2.3	16	69	63	23025	8	3	28180	18	2	9	38000		260	29	3	28580	6	33	56750
220.54729245220068 367.943151533121	10	-99999997	0	6	290	15	12	0	1	0	340	1		30	0	14	5	23	-99999999	41	115	25	3805	0	0	1	3580	0	418	296	Gemeente	GM0491	-3	48	Bergambacht	-99999999	264	15	3	3509	Bergambacht	19	80	25	21	-21	4045	27	1.1	13	38	20	0	900	2.5	2	95	59	3605	4	5	4580	16	2	2	5900		95	26	-1	4690	2	35	9270
320.72639881696716 366.4951722441552	14	-4	0	8	1220	25	11	0	0	0	1170	1		140	0	12	3	21	-99999999	44	92	23	14293	0	0	3	9790	0	233	827	Gemeente	GM0214	-3	69	Buren	-99999999	190	14	39	13466	Buren	18	430	22	20	-14	12345	29	1.3	12	39	19	0	3020	2.6	11	50	60	9175	4	5	12850	18	1	5	16600		505	28	-3	12800	1	34	25650
415.8078814335346 368.95492029501065	29	5	0	8	1180	32	10	0	0	0	1185	2		280	1	11	0	21	-99999999	47	328	20	3515	1	0	2	9750	0	1022	110	Gemeente	GM0226	-5	70	Duiven	-99999999	755	17	44	3406	Duiven	17	550	18	23	-18	11155	25	1.1	12	39	27	0	1850	2.6	14	43	65	9735	8	3	12630	17	2	3	16600		95	31	-2	13080	3	32	25710
476.46495590991907 359.9599244332354	27	-10	0	8	2420	31	10	0	0	-1	1960	1		390	0	16	-5	24	-99999999	42	131	15	13787	4	5	0	15750	1	584	140	Gemeente	GM1509	-2	92	Oude IJsselstreek	-99999999	296	19	16	13647	Oude IJsselstreek	16	830	27	19	-11	17875	28	1.1	11	44	13	0	3005	2.5	14	70	55	15810	7	4	20160	17	1	1	26700		480	27	1	20210	6	34	40380
446.178665429087 361.8505561208084	37	8	9	8	2470	32	10	0	0	-1	1570	1		450	0	15	0	21	-99999999	44	150	17	10654	1	2	1	13520	0	657	92	Gemeente	GM1955	-3	106	Montferland	-99999999	334	21	12	10563	Montferland	16	740	23	19	-19	15850	29	1.2	12	44	11	0	2525	2.5	13	75	60	13440	8	4	17620	17	2	2	23600		350	28	-5	17640	2	35	35260
408.5158948118823 371.67974918883556	49	-1	-1	6	830	40	13	0	1	8	680	2		290	1	10	6	23	-99999999	47	914	17	784	1	6	-2	6200	1	1137	74	Gemeente	GM0293	-1	74	Westervoort	-99999999	2243	21	18	711	Westervoort	17	450	20	20	-21	6500	29	1.0	11	39	22	0	705	2.5	9	73	61	6150	10	3	7940	19	1	0	10400		10	28	0	8010	6	29	15940
499.7909749316701 363.833366408654	20	2	0	7	1560	26	11	0	0	0	1140	1		200	0	15	0	26	-99999999	41	126	14	9709	1	0	0	10770	0	691	52	Gemeente	GM0197	-2	87	Aalten	-99999999	284	17	13	9657	Aalten	16	460	26	19	-14	12155	27	1.1	11	44	23	0	1860	2.5	14	73	58	10675	9	4	13700	15	1	2	18000		370	28	-3	13740	3	33	27450
290.8511820138599 368.4049834783861	45	-1	2	8	1220	32	11	0	7	3	755	3		430	1	11	1	29	-99999999	42	356	22	3118	1	0	10	10960	2	1319	160	Gemeente	GM0216	-3	67	Culemborg	-99999999	918	18	14	2958	Culemborg	19	590	19	22	-9	10545	25	1.0	12	37	13	0	1615	2.4	10	76	64	10735	8	3	13480	17	5	11	17300		65	31	-9	13660	13	29	27140
260.3382995332459 365.15159012982764	12	-99999997	5	7	490	15	13	0	0	1	455	1		60	0	13	-4	21	-99999999	47	79	24	7649	0	-8	-1	4860	0	244	273	Gemeente	GM0707	0	55	Zederik	-99999999	184	13	15	7377	Zederik	18	120	31	21	-13	5805	26	1.2	12	40	19	0	1795	2.7	4	82	56	4815	2	5	6800	13	2	2	8600		250	26	-5	6760	1	32	13550
378.7219413734134 363.15891801533695	28	4	3	8	2010	26	10	0	0	3	1870	1		460	0	12	-3	22	-99999999	44	173	21	11518	1	0	9	16290	1	684	559	Gemeente	GM1734	-2	71	Overbetuwe	-99999999	386	17	34	10959	Overbetuwe	18	720	19	21	-14	18915	27	1.2	12	39	13	0	3040	2.5	10	56	63	16060	7	4	21020	18	4	9	27500		330	29	-2	21250	3	34	42270
235.07641660500232 370.0194844575264	35	-1	0	7	510	22	13	0	6	2	430	2		170	0	13	0	32	-99999999	36	731	22	696	0	0	4	5210	1	1057	63	Gemeente	GM0608	-2	61	Schoonhoven	-99999999	1938	17	7	634	Schoonhoven	18	180	25	19	-6	4635	26	0.9	12	39	18	0	630	2.3	0	93	58	5005	6	3	6070	17	1	6	8000		15	29	-6	6220	8	32	12280
193.2928259196139 366.35328709950943	67	8	0	9	2950	30	12	3	1	0	1460	6		1780	6	14	-2	34	-99999999	37	1886	23	1542	1	1	2	28820	4	2189	113	Gemeente	GM0502	-2	66	Capelle aan den IJssel	-99999999	4579	20	-99999997	1430	Capelle aan den IJssel	19	1330	14	18	-99999997	26965	27	0.9	13	35	5	0	2695	2.2	-99999997	-99999997	71	28935	11	2	31680	15	4	3	43800		5	29	-99999997	33800	16	29	65480
163.16151703514097 364.6614595502295	78	2	0	9	3700	35	12	2	2	-5	1555	6		2580	3	15	0	38	-99999999	33	1489	17	1989	9	0	0	34930	4	3337	176	Gemeente	GM0606	-3	73	Schiedam	-99999999	4164	23	0	1813	Schiedam	17	1770	21	18	-14	26990	25	0.8	12	39	9	0	3870	2.1	0	100	61	35170	8	1	37030	18	1	0	49700		10	31	9	38450	23	28	75490
404.11281437972184 357.5924882626927	27	0	0	8	2250	27	11	0	0	1	1860	1		440	0	12	2	22	-99999999	44	307	18	6918	0	7	6	16800	0	759	646	Gemeente	GM1705	-2	76	Lingewaard	-99999999	688	17	61	6272	Lingewaard	17	800	24	20	-23	19275	29	1.1	12	41	11	0	2945	2.5	8	31	58	16750	7	4	21510	18	-4	7	29000		310	28	-7	21670	2	34	43180
154.2556842383522 362.46069604265017	71	7	-1	9	3400	33	11	2	2	-1	1705	4		2310	2	18	0	38	-99999999	32	1167	19	2671	6	1	0	34170	4	2807	295	Gemeente	GM0622	-2	71	Vlaardingen	-99999999	3089	22	-99999997	2376	Vlaardingen	17	1580	19	17	-99999997	27725	26	0.8	12	39	11	0	2910	2.1	-99999997	-99999997	62	34260	7	1	35730	19	0	1	50000		10	28	-99999997	37660	16	30	73390
348.9038867326946 360.89788687369406	20	5	0	7	980	20	13	0	1	1	775	1		140	0	11	0	20	-99999999	50	159	20	6811	0	6	3	7650	0	348	699	Gemeente	GM1740	-1	68	Neder-Betuwe	-99999999	366	15	55	6112	Neder-Betuwe	17	260	26	24	-18	9700	24	1.3	10	42	8	0	2070	2.9	10	35	59	7455	4	5	11140	15	2	4	13100		280	27	-1	11220	2	30	22360
142.02064671736449 364.5906094177036	54	2	-1	8	1620	26	12	1	4	-1	710	3		690	2	14	0	30	-99999999	38	1495	22	1011	6	0	-2	13790	2	1863	151	Gemeente	GM0556	-1	73	Maassluis	-99999999	3773	21	30	860	Maassluis	18	580	18	18	-99999997	12860	29	0.9	13	38	10	0	1325	2.3	0	70	64	13860	7	2	15940	18	1	0	21900		10	28	-9	16520	16	32	32450
232.9425623141891 361.2812725899278	14	-99999997	-6	6	280	10	14	0	0	1	390	1		50	0	11	0	21	-99999999	47	113	23	4444	0	3	2	3480	0	326	337	Gemeente	GM0694	0	43	Liesveld	-99999999	237	14	6	4107	Liesveld	18	70	29	23	-6	4620	25	1.3	11	40	5	0	1495	2.7	3	91	55	3550	3	5	4860	16	12	4	5900		125	27	-3	4860	2	32	9720
139.35405200033784 362.18917754960387	35	-2	-1	6	590	31	11	1	0	0	450	3		190	1	14	-2	29	-99999999	36	1214	25	650	2	0	-2	5680	1	1203	198	Gemeente	GM0600	0	65	Rozenburg	-99999999	2904	19	-99999997	451	Rozenburg	18	280	19	17	-99999997	5475	28	1.0	13	35	9	0	770	2.2	-99999997	-99999997	60	5715	10	3	6520	21	2	1	8700		0	30	-99999997	6580	8	34	13100
271.53996666593963 357.75577920350383	35	3	0	7	1340	30	13	0	1	1	625	2		260	0	14	3	27	-99999999	43	229	20	3432	9	0	1	8150	1	1138	53	Gemeente	GM0545	-2	97	Leerdam	-99999999	620	21	21	3379	Leerdam	17	410	20	20	-22	7735	26	0.9	12	42	2	0	1470	2.5	10	69	64	8045	8	3	10320	16	2	4	13500		105	27	-4	10630	13	29	20960
117.52005290847616 357.4555495664667	13	0	0	7	560	22	10	0	0	0	585	1		80	0	18	-5	26	-99999999	37	135	32	9752	0	0	3	5950	0	524	4406	Gemeente	GM0614	-2	60	Westvoorne	-99999999	266	16	69	5346	Westvoorne	21	210	15	17	-29	7225	31	1.2	15	36	10	0	1005	2.3	9	22	66	6055	6	4	7020	18	2	7	9500		135	24	-8	7220	2	37	14240
131.9143401566288 355.61747019361957	20	-7	1	7	640	22	10	0	0	1	705	2		130	0	14	3	27	-99999999	38	275	30	3112	1	0	1	6780	0	805	363	Gemeente	GM0501	2	59	Brielle	-99999999	583	15	78	2749	Brielle	19	240	15	18	-18	7565	30	1.1	13	35	7	0	1075	2.3	6	16	67	6825	8	4	7950	18	2	3	10700		100	29	-5	8080	3	35	16030
292.43437921470326 353.89417432850456	17	10	2	8	1250	22	11	0	1	3	1020	1		160	0	12	-2	23	-99999999	44	122	24	10167	0	0	7	9990	1	540	197	Gemeente	GM0236	-3	72	Geldermalsen	-99999999	263	16	40	9970	Geldermalsen	18	380	20	21	-18	12185	27	1.2	12	39	1	0	2650	2.5	6	55	63	9925	4	4	12990	16	3	8	16900		325	29	0	13190	3	33	26180
247.34913174669083 350.289324623916	10	-8	1	7	510	15	12	0	0	1	530	1		50	0	13	3	21	-99999999	44	101	27	6512	0	9	2	5420	0	262	155	Gemeente	GM0689	-1	53	Giessenlanden	-99999999	227	15	4	6357	Giessenlanden	19	150	27	21	-11	6420	28	1.2	13	40	16	0	1370	2.6	2	94	59	5395	4	5	7300	15	2	4	9100		165	27	1	7140	1	34	14440
208.1966817628525 359.49463285283525	22	4	0	7	480	20	12	0	0	1	580	1		120	0	15	8	26	-99999999	40	218	24	3144	0	0	0	5940	0	853	361	Gemeente	GM0643	-3	49	Nederlek	-99999999	530	15	3	2784	Nederlek	19	180	28	19	-14	6070	27	1.0	13	38	3	0	1145	2.4	8	89	59	5905	5	4	7250	13	-1	2	9700		65	27	2	7520	2	34	14770
196.64004210448073 361.24244004510405	32	5	0	8	990	23	11	0	0	0	805	2		340	1	17	0	25	-99999999	41	1519	25	893	0	5	1	11360	1	1692	110	Gemeente	GM0542	-2	53	Krimpen aan den IJssel	-99999999	3702	18	-99999997	783	Krimpen aan den IJssel	19	420	20	19	-99999997	11890	27	1.0	13	38	4	0	1235	2.4	-99999997	-99999997	67	11420	8	2	14240	13	3	2	18900		0	26	-99999997	14750	5	34	28980
227.31656320477785 351.1451918736087	5	-99999997	0	6	250	10	14	0	0	0	325	1		20	0	12	-6	19	-99999999	51	60	27	6932	0	0	1	3220	0	152	221	Gemeente	GM0693	-2	40	Graafstroom	-99999999	144	14	3	6711	Graafstroom	19	60	26	24	-9	4055	25	1.3	12	41	52	0	1095	2.9	2	96	58	3295	2	5	4930	16	1	2	5800		200	25	-1	4750	1	30	9680
