code	name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
GM0479	Zaanstad	70780	70880	71100	71690	72410	73000	73635	74395	74970	75620	76140	76640	77122	77665
GM0480	Ter Aar	4430	4420	4420	null	null	null	null	null	null	null	null	null	null	null
GM0482	Alblasserdam	9420	9430	9460	9550	9600	9620	9725	9815	9970	10030	10105	10132	10184	10199
GM0483	Alkemade	7160	7180	7200	7210	7200	null	null	null	null	null	null	null	null	null
GM0484	Alphen aan den Rijn	35680	35750	35960	36030	36340	36570	36765	36800	36895	36895	53805	54075	54336	54751
GM0489	Barendrecht	18700	19750	20750	21700	22750	23200	23490	23685	23825	24045	24045	24101	24291	24484
GM0491	Bergambacht	4690	4690	4770	4820	4800	4870	4925	4960	5020	5045	5035	null	null	null
GM0492	Bergschenhoek	7990	8120	8340	null	null	null	null	null	null	null	null	null	null	null
GM0493	Berkel en Rodenrijs	8740	9020	9580	null	null	null	null	null	null	null	null	null	null	null
GM0495	Bleiswijk	5090	5050	5030	null	null	null	null	null	null	null	null	null	null	null
GM0497	Bodegraven	9750	9700	9660	9680	9700	9710	9690	null	null	null	null	null	null	null
GM0498	Drechterland	5140	5230	9110	9140	9230	9380	9505	9520	9505	9510	9510	9535	9589	9549
GM0499	Boskoop	7560	7600	7600	7590	7600	7580	7545	7535	7560	7625	null	null	null	null
GM0501	Brielle	8060	8080	8080	8010	7950	7880	7895	8020	8160	8320	8320	8407	8477	8573
GM0502	Capelle aan den IJssel	33740	33800	33890	33750	33620	33750	33785	34145	34200	34130	34205	34348	34334	34341
GM0503	Delft	45720	45380	45380	45510	45750	45900	45910	46040	46375	46460	46650	46995	47096	47386
GM0504	Dirksland	4150	4190	4180	4180	4170	4200	4245	4220	4240	null	null	null	null	null
GM0505	Dordrecht	60910	60780	60630	60460	60220	60230	60165	60285	60310	60080	60135	60253	60219	60047
GM0511	Goedereede	5840	5860	5860	5880	5840	5800	5755	5775	5755	null	null	null	null	null
GM0512	Gorinchem	17600	17480	17420	17420	17490	17570	17655	17780	17835	17845	17860	17906	17893	18108
GM0513	Gouda	36800	36790	36600	36320	36240	36190	36360	36310	36380	36200	36205	36267	36334	36548
GM0517	's-Gravendeel	4440	4450	4460	null	null	null	null	null	null	null	null	null	null	null
GM0518	's-Gravenhage	239520	240620	241990	241410	242020	244600	247855	251045	254190	256115	257630	260674	262946	265045
GM0523	Hardinxveld-Giessendam	9010	9010	9000	8950	8890	8860	8810	8810	8885	8895	8920	8909	8878	8927
GM0529	Noorder-Koggenland	5220	5250	5260	null	null	null	null	null	null	null	null	null	null	null
GM0530	Hellevoetsluis	20130	20130	20110	19970	19960	19970	20005	19890	19725	19665	19605	19594	19466	19561
GM0531	Hendrik-Ido-Ambacht	11590	11990	12430	12640	12630	13190	13705	14100	14410	14565	14705	14813	14879	15082
GM0532	Stede Broec	10600	10650	10600	10570	10580	10540	10515	10590	10610	10590	10665	10642	10667	10715
GM0534	Hillegom	10460	10400	10330	10260	10300	10370	10370	10450	10525	10555	10555	10643	10636	10771
GM0537	Katwijk	21090	21180	30610	30710	30760	30810	31050	31150	31460	31560	31565	32012	32320	32409
GM0542	Krimpen aan den IJssel	14780	14750	14670	14670	14720	14780	14770	14705	14740	14810	14815	14959	14999	15014
GM0545	Leerdam	10670	10630	10550	10510	10490	10550	10580	10545	10510	10550	10490	10475	10530	10631
GM0546	Leiden	60800	60780	60530	60210	59940	59870	60050	60390	60900	61570	62275	62478	62936	63594
GM0547	Leiderdorp	13420	13420	13370	13440	13570	13670	13640	13740	13825	13830	13875	13916	13952	13989
GM0553	Lisse	11210	11160	11130	11170	11240	11310	11345	11525	11425	11345	11330	11460	11499	11539
GM0556	Maassluis	16690	16520	16230	16090	16030	15990	16075	16250	16245	16285	16370	16439	16463	16533
GM0558	Wester-Koggenland	6900	6980	7040	null	null	null	null	null	null	null	null	null	null	null
GM0559	Middelharnis	8960	8930	9050	9110	9050	9170	9145	9205	9195	null	null	null	null	null
GM0563	Moordrecht	4060	4030	4030	4030	4060	4050	null	null	null	null	null	null	null	null
GM0567	Nieuwerkerk aan den IJssel	11210	11150	11130	11040	10920	10900	null	null	null	null	null	null	null	null
GM0568	Bernisse	6330	6310	6320	6300	6240	6240	6190	6170	6180	6185	6200	null	null	null
GM0569	Nieuwkoop	5550	5580	5570	13320	13240	13230	13290	13330	13325	13345	13335	13336	13503	13754
